STATION,STATION_NAME,DATE,HLY-CLDH-NORMAL,HLY-HTDH-NORMAL,HLY-PRES-10PCTL,HLY-PRES-90PCTL,HLY-PRES-NORMAL,HLY-CLOD-PCTBKN,HLY-CLOD-PCTCLR,HLY-CLOD-PCTFEW,HLY-CLOD-PCTOVC,HLY-CLOD-PCTSCT,HLY-DEWP-10PCTL,HLY-DEWP-90PCTL,HLY-DEWP-NORMAL,HLY-HIDX-NORMAL,HLY-TEMP-10PCTL,HLY-TEMP-90PCTL,HLY-TEMP-NORMAL,HLY-WCHL-NORMAL,HLY-WIND-AVGSPD,HLY-WIND-VCTDIR,HLY-WIND-VCTSPD,HLY-WIND-PCTCLM,HLY-WIND-1STDIR,HLY-WIND-1STPCT,HLY-WIND-2NDDIR,HLY-WIND-2NDPCT
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 02:00,0.1,4.7,1,1,1,134,241,118,453,54,51.1,60.1,55.3,60.3,57,64,60.3,60.3,4.7,231,1.3,150,7,250,3,152
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 03:00,0.1,4.9,1,1,1,139,201,112,485,63,50,60.1,55.2,60.2,55.9,64,60.2,60.2,4.6,196,0.6,136,3,231,7,227
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 04:00,0.1,5.1,1,1,1,113,176,113,530,67,50,60.1,55.2,60,55.9,64,60,60,4.5,150,0.4,172,3,236,7,191
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 05:00,-777.7,5.1,1,1,1,130,128,103,546,92,50,60.1,55.1,59.9,55.9,64,59.9,59.9,4.4,110,0.9,156,3,256,7,151
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 06:00,0.1,4.1,1,1,1,176,124,106,523,72,51.1,60.1,55.6,61,57.9,64,61,61,4.7,120,1.2,118,3,287,4,184
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 07:00,0.3,2.6,1,1,1,168,112,112,519,89,51.1,60.1,55.7,62.7,60.1,66,62.7,62.7,5,168,1.6,120,4,235,3,203
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 08:00,1,1.7,1,1,1,170,114,101,498,117,51.1,60.1,55.6,64.3,60.8,69.1,64.3,64.3,5.4,208,2.6,115,4,233,6,225
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 09:00,1.8,1.1,1,1,1,213,121,121,442,103,51.1,60.1,55.6,65.8,62.1,71.1,65.8,65.8,6.9,240,5.1,64,7,400,6,282
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 10:00,2.4,0.6,1,1,1,146,142,169,404,139,51.1,60.1,55.8,66.7,62.1,72,66.7,66.7,8.9,244,7.9,23,7,486,6,392
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 11:00,3,0.4,1,1,1,196,190,194,277,143,51.1,60.8,55.9,67.5,63,72,67.5,67.5,10.4,246,9.7,5,7,495,6,432
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 12:00,3.3,0.3,1,1,1,179,221,237,219,145,50,60.8,55.8,68,64,72,68,68,11.6,248,11,4,7,545,6,401
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 13:00,3.3,0.2,1,1,1,205,227,247,171,149,50,60.1,55.7,68.1,64,72,68.1,68.1,12.8,251,12.5,0,7,644,6,344
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 14:00,3.1,0.2,1,1,1,222,251,233,140,153,50,60.1,55.7,67.8,64,72,67.8,67.8,13.4,252,13,0,7,674,6,310
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 15:00,2.6,0.4,1,1,1,206,277,204,163,150,51.1,60.1,55.7,67.3,64,71.1,67.3,67.3,13.6,253,13.2,0,7,719,6,268
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 16:00,1.9,0.5,1,1,1,162,247,230,190,171,50,60.1,55.7,66.4,63,70,66.4,66.4,13.4,254,13,0,7,728,6,263
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 17:00,1.2,1.1,1,1,1,180,267,196,192,165,50,60.1,55.6,65.1,62.1,69.1,65.1,65.1,12.7,256,12.2,0,7,747,6,235
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 18:00,0.6,2,1,1,1,155,262,173,256,155,50,60.1,55.4,63.6,60.8,66.9,63.6,63.6,11.6,253,11.2,0,7,697,6,284
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 19:00,0.3,3,1,1,1,178,247,157,283,135,50,60.1,55.3,62.3,59,66,62.3,62.3,10.2,253,9.7,0,7,632,6,332
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 20:00,0.2,3.5,1,1,1,176,257,176,281,109,50,60.1,55.3,61.7,59,64.9,61.7,61.7,8.6,251,8.2,9,7,573,6,367
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 21:00,0.2,3.7,1,1,1,157,317,135,297,94,51.1,60.1,55.5,61.5,57.9,64.4,61.5,61.5,7.4,248,6.5,30,7,441,6,411
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 22:00,0.1,3.8,1,1,1,138,322,152,324,64,51.1,60.1,55.5,61.4,57.9,64.9,61.4,61.3,6.6,243,5.4,50,6,410,7,347
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100531 23:00,0.1,4,1,1,1,187,283,130,346,54,51.1,60.1,55.5,61.1,57.2,64,61.1,61.1,6,243,4.2,82,7,358,6,301
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 00:00,0.1,4.2,1,1,1,155,294,108,386,58,51.1,60.1,55.4,60.9,57.2,64,60.9,60.9,5.6,244,3.1,76,7,313,6,227
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 01:00,0.1,4.4,1,1,1,125,277,114,417,67,51.1,60.1,55.4,60.7,57,64,60.7,60.7,5,241,2.2,137,7,281,6,167
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 02:00,0.1,4.7,1,1,1,139,257,116,438,49,51.1,60.1,55.4,60.4,57,64,60.4,60.4,4.7,233,1.4,151,7,249,3,141
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 03:00,0.1,4.8,1,1,1,135,213,114,480,58,50,60.1,55.3,60.2,55.9,64,60.2,60.2,4.6,205,0.7,136,7,231,3,220
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 04:00,0.1,5,1,1,1,118,181,118,521,63,50,60.1,55.2,60,57,64,60,60,4.5,173,0.3,163,3,228,7,201
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 05:00,-777.7,5.1,1,1,1,124,135,106,544,92,50,60.1,55.2,60,55.9,64,60,60,4.4,109,0.8,163,3,241,7,152
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 06:00,0.1,4,1,1,1,171,128,108,525,68,51.1,60.1,55.6,61.1,57.9,64,61.1,61.1,4.7,120,1.2,115,3,291,4,178
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 07:00,0.3,2.6,1,1,1,159,114,116,519,92,51.1,60.1,55.7,62.8,60.1,66,62.8,62.8,5,173,1.5,120,4,221,3,210
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 08:00,1.1,1.6,1,1,1,172,118,100,493,116,51.1,60.1,55.6,64.4,60.8,69.1,64.4,64.4,5.4,209,2.6,116,4,237,6,226
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 09:00,1.9,1,1,1,1,221,128,119,430,103,51.1,60.8,55.7,65.9,62.1,71.1,65.9,65.9,6.9,241,5.2,62,7,402,6,293
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 10:00,2.4,0.6,1,1,1,153,151,167,394,135,51.1,60.1,55.9,66.9,63,72,66.9,66.9,8.9,245,8.1,23,7,487,6,401
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 11:00,3,0.4,1,1,1,188,194,201,279,138,51.1,61,56,67.6,63,72,67.6,67.6,10.5,247,9.8,2,7,509,6,427
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 12:00,3.4,0.2,1,1,1,179,230,234,219,138,51.1,60.8,55.9,68.1,64,72,68.1,68.1,11.7,249,11,4,7,562,6,389
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 13:00,3.4,0.2,1,1,1,207,234,247,167,145,50,60.8,55.8,68.2,64,72,68.2,68.2,12.8,251,12.5,0,7,643,6,348
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 14:00,3.2,0.2,1,1,1,222,253,240,136,149,50,60.1,55.8,68,64,72,68,68,13.4,252,13,0,7,674,6,317
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 15:00,2.7,0.3,1,1,1,201,284,208,154,152,51.1,60.8,55.8,67.4,64,71.1,67.4,67.4,13.7,254,13.3,0,7,724,6,268
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 16:00,2,0.5,1,1,1,154,260,225,184,177,51.1,61,55.8,66.5,63,70,66.5,66.5,13.4,254,13,0,7,732,6,263
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 17:00,1.2,1,1,1,1,176,277,201,188,158,51.1,60.1,55.7,65.2,62.1,69.1,65.2,65.2,12.6,256,12.2,0,7,752,6,232
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 18:00,0.6,1.9,1,1,1,155,269,168,242,166,51.1,60.1,55.5,63.7,60.8,66.9,63.7,63.7,11.5,253,11.2,0,7,685,6,296
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 19:00,0.3,2.9,1,1,1,178,245,171,272,135,51.1,60.1,55.5,62.4,59,66,62.4,62.4,10.1,253,9.7,0,7,637,6,332
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 20:00,0.2,3.4,1,1,1,177,264,168,277,114,50,60.1,55.4,61.8,59,64.9,61.8,61.8,8.6,251,8.2,9,7,562,6,384
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 21:00,0.2,3.6,1,1,1,155,326,126,297,97,51.1,60.1,55.6,61.6,57.9,64.9,61.6,61.6,7.3,248,6.5,35,7,440,6,407
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 22:00,0.2,3.7,1,1,1,133,324,156,322,64,51.1,60.1,55.6,61.4,57.9,64.9,61.4,61.4,6.7,243,5.4,45,6,418,7,351
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100601 23:00,0.1,3.9,1,1,1,184,288,128,339,61,51.1,60.1,55.6,61.2,57.2,64.4,61.2,61.2,6,244,4.3,89,7,354,6,310
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 00:00,0.1,4.1,1,1,1,148,298,107,385,63,51.1,60.1,55.5,61,57.2,64,61,61,5.5,245,3.1,88,7,308,6,235
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 01:00,0.1,4.3,1,1,1,123,279,123,420,56,51.1,60.1,55.5,60.8,57,64,60.8,60.8,4.9,243,2.2,135,7,275,6,168
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 02:00,0.1,4.6,1,1,1,136,264,114,436,49,51.1,60.1,55.4,60.5,57,64,60.5,60.5,4.6,233,1.3,161,7,253,3,146
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 03:00,0.1,4.7,1,1,1,137,217,112,478,56,51.1,60.1,55.4,60.4,55.9,64,60.4,60.4,4.5,197,0.6,154,7,214,3,211
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 04:00,0.1,4.9,1,1,1,113,188,113,523,63,50,60.1,55.3,60.2,57,64,60.2,60.2,4.5,160,0.4,161,3,226,7,190
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 05:00,0.1,5,1,1,1,121,142,106,539,92,50,60.1,55.3,60.1,55.9,64,60.1,60.1,4.4,106,0.7,167,3,240,7,149
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 06:00,0.1,3.9,1,1,1,180,135,104,514,68,51.1,60.1,55.8,61.2,57.9,64,61.2,61.2,4.8,121,1.2,112,3,293,4,180
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 07:00,0.3,2.5,1,1,1,161,116,121,508,94,51.1,60.1,55.9,62.9,60.1,66,62.9,62.9,5,169,1.5,118,4,228,3,219
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 08:00,1.1,1.5,1,1,1,183,125,103,474,114,51.1,60.8,55.7,64.6,60.8,69.1,64.6,64.6,5.4,209,2.6,117,4,242,7,222
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 09:00,2,0.9,1,1,1,226,141,116,416,101,51.1,61,55.9,66,62.1,71.1,66,66,7,242,5.3,59,7,412,6,285
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 10:00,2.5,0.5,1,1,1,156,160,163,379,142,51.1,61,56.1,67,63,72,67,67,9,245,8.2,23,7,487,6,409
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 11:00,3.1,0.3,1,1,1,182,202,202,267,147,51.1,61,56.1,67.8,63,72,67.8,67.8,10.5,247,9.8,2,7,502,6,433
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 12:00,3.5,0.2,1,1,1,174,232,239,214,141,51.1,60.8,56,68.3,64,72,68.3,68.3,11.7,249,11.1,4,7,561,6,390
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 13:00,3.5,0.2,1,1,1,201,239,243,170,147,51.1,60.8,56,68.4,64.4,72,68.4,68.4,12.8,251,12.5,0,7,642,6,344
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 14:00,3.3,0.2,1,1,1,211,260,240,136,153,51.1,60.8,55.9,68.1,64.4,72,68.1,68.1,13.4,253,13,0,7,682,6,307
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 15:00,2.8,0.3,1,1,1,202,291,209,141,157,51.1,60.8,56,67.6,64,71.1,67.6,67.5,13.7,254,13.3,0,7,719,6,271
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 16:00,2.1,0.5,1,1,1,160,268,225,174,174,51.1,61,56,66.6,63,70,66.6,66.6,13.3,254,13,0,7,727,6,265
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 17:00,1.2,0.9,1,1,1,179,275,214,183,150,51.1,60.1,55.8,65.3,62.1,69.1,65.3,65.3,12.6,256,12.2,0,7,769,6,217
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 18:00,0.7,1.8,1,1,1,152,267,179,238,164,51.1,60.1,55.7,63.9,60.8,68,63.9,63.9,11.5,253,11.2,0,7,680,6,301
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 19:00,0.3,2.8,1,1,1,178,245,180,270,126,51.1,60.1,55.6,62.5,59,66,62.5,62.5,10.1,253,9.6,0,7,635,6,332
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 20:00,0.2,3.3,1,1,1,179,262,168,273,119,50,60.1,55.5,61.9,59,64.9,61.9,61.9,8.5,250,8.1,9,7,550,6,394
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 21:00,0.2,3.5,1,1,1,160,317,139,294,90,51.1,60.1,55.8,61.7,57.9,64.9,61.7,61.7,7.2,248,6.4,39,7,437,6,408
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 22:00,0.2,3.6,1,1,1,133,314,170,321,62,51.1,60.1,55.8,61.6,57.9,64.9,61.6,61.6,6.6,242,5.3,45,6,416,7,339
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100602 23:00,0.2,3.8,1,1,1,189,285,130,339,56,51.1,60.1,55.8,61.4,57.9,64.4,61.4,61.4,5.9,241,4.2,90,7,342,6,312
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 00:00,0.1,4,1,1,1,141,298,107,394,60,51.8,60.1,55.6,61.1,57.2,64.4,61.1,61.1,5.4,242,3,86,7,302,6,232
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 01:00,0.1,4.1,1,1,1,123,279,121,420,58,51.1,60.1,55.6,61,57,64.4,61,61,4.9,240,2.1,136,7,277,6,159
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 02:00,0.1,4.4,1,1,1,136,266,110,436,51,51.1,60.1,55.6,60.7,57,64,60.7,60.7,4.6,228,1.3,164,7,247,3,142
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 03:00,0.1,4.6,1,1,1,132,226,110,480,52,51.1,60.1,55.5,60.5,57,64,60.5,60.5,4.6,199,0.5,141,7,222,3,216
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 04:00,0.1,4.8,1,1,1,104,200,111,524,60,51.1,60.1,55.5,60.3,57,64,60.3,60.3,4.6,158,0.5,151,3,230,7,190
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 05:00,0.1,4.8,1,1,1,110,144,112,551,83,51.1,60.1,55.4,60.2,55.9,64,60.2,60.2,4.3,105,0.8,165,3,245,7,149
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 06:00,0.1,3.7,1,1,1,169,138,102,530,61,51.1,60.1,55.9,61.4,57.9,64.4,61.4,61.4,4.7,124,1.3,109,3,293,4,183
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 07:00,0.4,2.4,1,1,1,161,121,117,516,85,51.8,60.1,56,63,60.1,66,63,63,5.1,164,1.6,109,4,239,3,226
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 08:00,1.2,1.4,1,1,1,188,128,101,478,105,51.1,60.8,55.9,64.8,61,69.1,64.8,64.8,5.4,206,2.5,110,4,237,7,225
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 09:00,2.1,0.9,1,1,1,228,143,119,412,98,51.1,61,56.1,66.2,62.1,71.1,66.2,66.2,7,241,5.2,56,7,408,6,279
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 10:00,2.7,0.5,1,1,1,170,165,156,372,137,51.1,61,56.3,67.2,63,72,67.2,67.2,8.9,245,8.1,26,7,477,6,414
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 11:00,3.3,0.3,1,1,1,176,202,202,269,151,51.8,61,56.3,68,64,73,67.9,67.9,10.5,247,9.8,2,7,513,6,430
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 12:00,3.6,0.2,1,1,1,167,243,234,217,138,51.1,61,56.2,68.4,64.4,73,68.4,68.4,11.6,249,11,4,7,564,6,394
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 13:00,3.7,0.2,1,1,1,203,250,234,165,147,51.1,60.8,56.1,68.5,64.4,73,68.5,68.5,12.7,251,12.4,0,7,629,6,354
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 14:00,3.4,0.2,1,1,1,211,260,244,133,151,51.1,60.8,56.1,68.3,64.4,73,68.3,68.3,13.3,252,12.9,0,7,679,6,310
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 15:00,2.9,0.2,1,1,1,208,298,206,139,150,51.1,60.8,56.1,67.7,64,72,67.7,67.7,13.6,253,13.3,0,7,702,6,288
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 16:00,2.2,0.4,1,1,1,172,269,212,172,175,51.1,61,56.1,66.8,63,71.1,66.8,66.8,13.3,254,12.9,0,7,732,6,260
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 17:00,1.3,0.9,1,1,1,190,270,210,185,145,51.1,60.8,55.9,65.5,62.1,69.8,65.5,65.5,12.5,256,12.2,0,7,775,6,212
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 18:00,0.7,1.7,1,1,1,152,271,186,238,152,51.1,60.1,55.8,64,61,68,64,64,11.5,253,11.1,0,7,678,6,306
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 19:00,0.3,2.7,1,1,1,187,252,182,264,115,51.1,60.1,55.7,62.6,60.1,66,62.6,62.6,10,253,9.5,0,7,630,6,337
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 20:00,0.2,3.2,1,1,1,181,266,166,273,114,51.1,60.1,55.6,62,59,64.9,62,62,8.5,250,7.9,9,7,536,6,404
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 21:00,0.2,3.4,1,1,1,164,314,139,291,92,51.1,60.1,55.8,61.9,59,64.9,61.9,61.9,7.2,247,6.3,46,7,422,6,411
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 22:00,0.2,3.5,1,1,1,133,321,167,321,57,51.1,60.1,55.8,61.7,57.9,64.9,61.7,61.7,6.6,241,5.2,47,6,422,7,333
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100603 23:00,0.2,3.7,1,1,1,177,289,128,357,49,51.8,60.1,55.8,61.5,57.9,64.9,61.5,61.5,5.8,240,4,87,7,330,6,306
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 00:00,0.1,3.9,1,1,1,136,295,116,400,54,51.8,60.1,55.7,61.3,57.9,64.4,61.3,61.3,5.3,238,2.8,83,7,284,6,236
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 01:00,0.1,4,1,1,1,114,279,125,426,56,51.8,60.1,55.7,61.1,57,64.4,61.1,61.1,4.8,237,2,134,7,271,6,159
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 02:00,0.1,4.3,1,1,1,125,264,112,445,54,51.8,60.1,55.7,60.8,57,64.4,60.8,60.8,4.6,221,1.3,152,7,237,4,141
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 03:00,0.1,4.4,1,1,1,119,226,112,493,49,51.1,60.1,55.6,60.7,57,64,60.7,60.7,4.6,185,0.7,143,7,217,3,212
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 04:00,0.1,4.6,1,1,1,104,202,111,527,56,51.1,60.1,55.5,60.5,57,64,60.5,60.5,4.6,161,0.5,151,3,227,7,192
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 05:00,0.1,4.7,1,1,1,110,144,112,553,81,51.1,60.1,55.5,60.4,55.9,64,60.4,60.4,4.3,111,0.8,158,3,246,7,150
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 06:00,0.1,3.6,1,1,1,169,138,104,530,59,51.8,60.1,56,61.5,57.9,64.9,61.5,61.5,4.8,124,1.4,104,3,300,4,192
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 07:00,0.4,2.3,1,1,1,164,123,114,513,85,51.8,60.1,56.1,63.1,60.1,66.2,63.1,63.1,5.1,164,1.7,101,4,249,3,221
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 08:00,1.3,1.4,1,1,1,188,128,101,480,103,51.1,60.8,56,64.9,61,69.1,64.9,64.9,5.4,205,2.5,102,4,242,7,220
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 09:00,2.2,0.8,1,1,1,226,141,123,409,101,51.1,61,56.2,66.3,62.1,71.1,66.3,66.3,7,240,5.1,56,7,408,6,269
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 10:00,2.7,0.5,1,1,1,168,170,159,373,131,52,61,56.4,67.2,63,72,67.2,67.2,8.9,245,8.1,26,7,483,6,401
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 11:00,3.4,0.3,1,1,1,169,207,202,276,147,51.8,61,56.4,68.1,64,73,68.1,68.1,10.5,247,9.8,2,7,502,6,439
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 12:00,3.7,0.2,1,1,1,174,253,224,215,134,51.8,61,56.3,68.5,64.4,73,68.5,68.5,11.6,248,11,4,7,548,6,410
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 13:00,3.8,0.1,1,1,1,196,266,223,161,154,51.1,60.8,56.2,68.6,64.4,73,68.6,68.6,12.7,250,12.3,0,7,610,6,374
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 14:00,3.5,0.1,1,1,1,213,276,236,124,151,51.1,60.8,56.1,68.4,64.4,73,68.4,68.4,13.4,252,12.9,0,7,679,6,310
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 15:00,3,0.2,1,1,1,204,309,204,135,148,51.8,61,56.2,67.8,64,72,67.8,67.8,13.6,253,13.3,0,7,703,6,286
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 16:00,2.3,0.4,1,1,1,168,282,216,164,171,51.1,61,56.2,66.9,64,71.1,66.9,66.9,13.2,254,12.9,0,7,727,6,263
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 17:00,1.4,0.8,1,1,1,181,286,214,170,150,51.1,60.8,56,65.6,62.6,69.8,65.6,65.6,12.5,256,12.2,0,7,757,6,230
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 18:00,0.7,1.6,1,1,1,148,280,197,226,150,51.1,60.1,55.8,64.2,61,68,64.2,64.2,11.4,253,11.1,0,7,683,6,304
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 19:00,0.4,2.6,1,1,1,180,261,184,249,126,51.1,60.1,55.8,62.7,60.1,66,62.7,62.7,10,253,9.5,0,7,626,6,341
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20100604 20:00,0.2,3.1,1,1,1,170,270,170,266,125,51.1,60.1,55.7,62.1,59,64.9,62.1,62.1,8.4,250,7.9,9,7,535,6,403
