"artistURI","sourceURL","provenance","galleryLabel","title","imageURL","birthDate","deathDate","creationDate","dimensions","materialsURI","materials","provenanceTypeURI","galleryLabelTypeURI","nationalityURI","nationality","artistAppellationURI","artistFirstLast","creditLine"
"","http://www.imamuseum.org/art/collections/artwork/louisa-fletcher-blumenschein-mary-shepard-greene
        ","","Louisa seems an assured, engaging model in her fashionable empire-cut gown.
            Louisa was the daughter of Indianapolis banker Stoughton Fletcher and wife of Hoosier author Booth
            Tarkington, whom she divorced in 1911.
            The artist and Louisa were friends with a mutual interest in art.
        ","Louisa Fletcher","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/5c/5c715cc9-71c4-4fea-b3cb-7ed044e39791.jpg
        ","","","1912","","","oil on canvas","","","","American","","","Gift of Miss Sally Reahard"
"","http://www.imamuseum.org/art/collections/artwork/acrobat-lachaise-gaston","","Acrobat accentuates male strength and is a study of the body in balance.
            Lachaise's interest in unconventional poses and distortion of forms links him to the Modernist Movement.
            The artist is best known for his sculptures of voluptuous female figures.
        ","Acrobat","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/39/396356b4-6cd5-4619-a8dd-a5798f1d16d1.jpg
        ","","","1928","H: 17 in.","","bronze with brass plating","","","","","","","Gift of Phillip L. Goodwin"
"","http://www.imamuseum.org/art/collections/artwork/orange-road-tarpon-springs-inness-george","","In the hazy, vaporous atmosphere of this painting, Inness tried to meld the natural and spiritual
            worlds.
            Inness followed the teachings of the Swedish mystic Emanuel Swedenborg, who theorized that objects in the
            material world exist in a parallel spiritual realm.
             
        ","Orange Road, Tarpon Springs","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e7/e762df50-81eb-4976-9ff2-82c3d451abac.jpg
        ","","","about 1893","","","oil on canvas","","","","American","","","Gift of Mrs. James L. Rose in memory of her mother Mrs. William A. Smith"
"","http://www.imamuseum.org/art/collections/artwork/study-young-woman-chase-william-merritt","","","Study of a Young Woman","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8d/8d89366d-e29a-4ab4-98d6-dc1edf88dbe3.jpg
        ","","","1883-1887","","","oil on canvas","","","","American","","","Gift of Mrs. John N. Carey"
"","
            http://www.imamuseum.org/art/collections/artwork/floral-still-life-hummingbird-chase-william-merritt
        ","","The lighter tonalities and tighter brushwork are characteristic of Chase's early work.
            Based on the strength of his still lifes, a group of St. Louis businessmen sponsored Chase's education at
            the Munich Royal Academy in 1872.
            Although flowers occasionally reappear in the artist's output, his reputation as a still life painter was
            secured by his bravura depictions of fish. 
        ","Still Life with Hummingbird","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/73/73f6ade6-4146-4972-a08f-69931da59def.jpg
        ","","","1870","","","oil on canvas","","","","American","","","Gift of Carl B. Shafer"
"","http://www.imamuseum.org/art/collections/artwork/after-shower-chase-william-merritt","","","After the Shower","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/18/187ae98a-8254-4541-a233-ba9b982aea6e.jpg
        ","","","about 1885-1889","","","oil on canvas","","","","American","","","John Herron Fund"
"","http://www.imamuseum.org/art/collections/artwork/valley-sea-moran-edward","The piece was first owned by Dr. J.M. Sommerville in 1862. Bernard Danenberg Inc. of New York sold
            the piece to the Indianapolis Museum of Art in 1970.
        ","This canvas is perhaps the only panoramic underwater scene in 19th-century American art, and it is
            the aquatic equivalent of a Hudson River School landscape.
            Moran may have been inspired by underwater exploration related to the laying of the first successful
            telegraph cable in 1858.
        ","The Valley in the Sea","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/21/2184c171-36c4-4b1c-b9bb-429ed59bd3cd.jpg
        ","","","1862","","","oil on canvas","","","","American","","","Martha Delzell Memorial Fund"
"","
            http://www.imamuseum.org/art/collections/artwork/portrait-elizabeth-stoughton-wolcott-laura-and-oliver-stuart-gilbert
        ","","Gilbert Stuart
            Portrait of A Family, ca. 1783 - 1793
            oil on canvas
            50 x 40 in.
            Gift of Mrs. Herman C. Krannert
             Learn More
            Debt resulting from an inability to manage money kept Gilbert Stuart on the move much of his life.  Born in
            North Kingston, Rhode Island and raised in Newport, Stuart was taught by a local Scottish painter who took
            him to Scotland, but his mentor’s death forced Stuart back to America.  During the Revolutionary War, he
            returned to England to study with the American expatriate Benjamin West.  As success came, so did debt which
            forced Stuart to Dublin, Ireland and then to America, where he eventually became the most highly regarded
            portraitist of his day. A skillful master of his craft, Stuart painted directly on the canvas, without using
            any preliminary drawing. By the end of his career, Stuart had painted over a thousand portraits of important
            political figures.  One of his most famous portraits of George Washington was the “Athenaeum Head” currently
            on the dollar bill.
            In this painting, the woman and children are posed against a drawn drape in the style of British
            portraiture.  The similarity of the colors used in the sash, chair, curtain and trim on the young boy’s
            jacket move the viewer’s eye around the canvas to encompass all the figures. The woman is wearing a simple,
            elegant, robe à l’anglaise, a gown favored by portrait painters of the period.  The woman’s hair is lightly
            powdered and fashionably styled in the coiffure à l'hérisson, or “hedgehog,” in which the hair was cut short
            in the front, frizzed to the ends and then brushed up away from the face. 
            Reference
            Carrie Rebora Barratt, Ellen Gross Miles.  Gilbert Stuart, New York: Metropolitan Museum of Art, 2004. 
            ISBN-13: 978-1588391247
        ","Portrait of a Family","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/09/09492ac3-df80-435e-9c4c-09b989ebbe49.jpg
        ","","","about 1783-1793","","","oil on canvas","","","","American","","","Gift of Mrs. Herman C. Krannert"
"","http://www.imamuseum.org/art/collections/artwork/rainbow-inness-george","Mr. H. Wheeler Bond purchased the piece from the artist. Mrs. Edward Carroll Sibley (Mr. Bond's
            daughter) inherited the piece. Max Safron of St. Louis purchased the piece. It was then owned by Dr. Maurice
            J. Lonsway of St. Louis. The piece was presented to the John Herron Art Institute of Indianapolis in 1944.
        ","The storm provides a striking contrast between the passing dark clouds, a rainbow streaking across
            the sky, and the sun illuminating the grass.
            The Rainbow belongs to the dramatic series of storm scenes painted by Inness during the late 1870s.
        ","The Rainbow","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/93/9305cd46-399b-418e-9ac5-f05aaa8f9c6e.jpg
        ","","","about 1878-1879","","","oil on canvas","","","","American","","","Gift of George E. Hume"
"","
            http://www.imamuseum.org/art/collections/artwork/portrait-german-tragedian-blumenschein-ernest-leonard
        ","","The sitter’s expressive right hand reveals that the artist had a solid grounding in draftsmanship
            and modeling.
            This portly man was an actor stranded in Paris who posed for painters between acting jobs.
            The portrait was exhibited in Paris in 1908, where Booth Tarkington purchased it.
        ","Portrait of a German Tragedian","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/6d/6dde50ae-9880-4a11-8783-466337663aed.jpg
        ","","","1907","","","oil on canvas","","","","American","","","Gift of Booth Tarkington"
"","http://www.imamuseum.org/art/collections/artwork/portrait-alice-lyons-hegler-john-jacob","Purchased by Roger Gould Wolcott at an auction in 1951 where the contents of the Lyon's home were
            sold in Attica. Records state that it was in the collection of Minnie Parker of Attica.
        ","The child's serious expression reflects the mid-19th century concept of children as small adults.
            The rugged setting is a reminder of the frontier conditions that existed in Indiana in the 1850s.
            Hegler received a commission from Dr. Lewis Lyons of Attica to paint his daughter Alice.
        ","Portrait of Alice Lyons","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f7/f75b9a9b-2716-4e00-95de-a17f3572b16b.jpg
        ","","","about 1855","39 x 28 in.","","oil on canvas","","","","","","","Gift of Roger Wolcott"
"","http://www.imamuseum.org/art/collections/artwork/our-flag-church-frederic-edwin","Mr. Albert Ten Eyck Gardner New York, Cincinnati Art Museum, Hirschl and Adler","Church painted panoramic vistas of scenes from New England to South America, but in this canvas he
            offers a symbolic image of America during the Civil War.
            The 31-star flag of the Union flutters amidst the smoke of battle as a symbol of Church's belief in the
            eventual triumph of the Union.
        ","Our Flag","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e4/e48e0bc9-584b-4399-804c-50c255030435.jpg
        ","","","1864","","","oil on canvas","","","","American","","","Gift of Mr. and Mrs. Eugene C. Pulliam"
"","http://www.imamuseum.org/art/collections/artwork/november-morning-tryon-dwight-william","","This painting's introspective mood, harmonious colors and peaceful, open scene are prime examples
            of American Tonalism. 
            The artist wanted his lanscapes to be evocations of states of mind.
            Tryon's favorite subject was a stand of trees in a barren field at twilight. 
        ","November Morning","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/10/1091d62d-2787-44ef-9121-f1f7e9c8f358.jpg
        ","","","1901-1902","26 x 34 in.","","oil on panel","","","","American","","","John Herron Fund"
"","http://www.imamuseum.org/art/collections/artwork/hurricane-marin-john","The artist; Alfred Stieglitz and An American Place; Mrs. Fesler purchased the piece in 1944; donated
            to the museum by Mrs. Fesler 1961
        ","Patches of raw canvas, daubs of thick paint and frenzied brushwork convey the turbulence of the
            stormy sea.
            Marin is best known for his watercolors, but his oils also exude the dynamic power of nature.
            The artist created landscapes inspired by cubism, and a sensitivity to nature's rhythms.
        ","Hurricane","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d8/d81270cf-7530-4129-8df7-97899b413626.jpg
        ","","","1944","","","oil on canvas","","","","American","","","Estate of Mrs. James W. Fesler"
"","
            http://www.imamuseum.org/art/collections/artwork/whaler-and-fishing-vessels-near-coast-labrador-bradford-william
        ","Gift to the museum by Delavan Smith","In Bradford's day, icebergs were seen as symbols of the perpetual process of formation and
            destruction, and the icy equivalents of mountains.
            The whaler and fishing vessels add a human presence that tempers the awesome scale of nature.
        ","Whaler and Fishing Vessels near the Coast of Labrador","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ac/ac50db94-2ff0-41a0-84c9-61dff7329bcc.jpg
        ","","","about 1880","","","oil on canvas","","","","American","","","Gift of Delavan Smith"
"","http://www.imamuseum.org/art/collections/artwork/margaret-mackittrick-thayer-abbott-handerson
        ","","Thayer’s image of his daughter’s 15-year-old friend embodies the natural beauty of young
            womanhood.
            Her tousled hair, rough blouse and open gaze suggest a mixture of innocence and sensuality.
            The Italian Renaissance-style frame was chosen by the artist.
        ","Margaret MacKittrick","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ba/bacdecda-22d6-4381-9a99-9b5d1bcf3c5c.jpg
        ","","","about 1903","","","oil on canvas","","","","American","","","Gift of the Friends of American Art."
"","http://www.imamuseum.org/art/collections/artwork/seated-nude-david-k-rubins","","In his sculpture, Rubins sought harmonious proportions and a pensive quality that exhibits his
            knowledge of classical sculpture and his skill at modeling the figure.
            Rubins studied at the American Academy in Rome before joining the faculty at the Herron Art School in
            Indianapolis.
        ","Seated Nude","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9a/9aac8eb5-b412-4839-874e-1fbe981c585c.jpg
        ","","","1941","H: 19 1/4 in.","","bronze","","","","American","","","Delavan Smith Fund"
"","http://www.imamuseum.org/art/collections/artwork/bloom-grape-tc-steele","","The luminosity and color harmonies in this painting exemplify Steele's impressionist style.
            The title refers to the white, gauzy veil that covers grapes at harvest time.
            Painted at Vernon, Indiana, The Bloom of the Grape is Steele's best-known landscape.
        ","The Bloom of the Grape","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d5/d591351f-6433-4e57-81e7-216652e3c291.jpg
        ","","","1893","","","oil on canvas","","","","American","","","Bequest of Delavan Smith"
"","
            http://www.imamuseum.org/art/collections/artwork/chinese-fishing-village-monterey-bay-california-brown-bolton-coit
        ","","This canvas contains the broken light and color of the Impressionists, but its modulated hues
            create a quiet, contemplative mood.
            Brown served as professor of art at Stanford University during the time this work was painted.
        ","Chinese Fishing Village, Monterey Bay, California","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/7b/7b639720-b20a-4253-8024-fbb5bd6af2f0.jpg
        ","","","1890-1900","","","oil on canvas","","","","American","","","Gift of Evans Woollen, Stoughton Fletcher, Mrs. Edward Daniels, Mrs. E.F. Hodges and Dr. Mary
            Spink
        "
"","http://www.imamuseum.org/art/collections/artwork/still-life-thayer-abbott-handerson","","","Still Life","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a0/a06ce742-200b-48b1-b614-8d61496f0efb.jpg
        ","","","about 1886","","","oil on canvas","","","","American","","","Gift of the Gamboliers. The frame is a partial gift of Eli Wilner & Company."
"","http://www.imamuseum.org/art/collections/artwork/melons-hartley-marsden","Owned by Mr. James Imbrie of Lawrenceville, N.J. and brought to the museum for purchase
            consideration. The painting was originally owned by Judge Carden, a patron of the artist.
        ","In the late 1920s Hartley painted in southern France where Post-Impressionist Paul Cézanne had
            lived.
            Melons reflects Cézanne's methods and approach in the parallel brushstrokes and the mountainous forms of the
            cloth.
        ","Melons","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/06/0634bf5e-40a6-4684-ae85-79981688ae57.jpg
        ","","","about 1927","","","oil on canvas","","","","American","","","Gift of M. Knoedler & Company through Mrs. James W. Fesler"
"","http://www.imamuseum.org/art/collections/artwork/marianne-ashley-walker-stuart-gilbert","Daniel H. Farr; John Levy Gallery in New York 1933; given to the museum in 1952","Stuart endows his subject with character and elegance through sheer technical facility, which is
            evident in Walker's exquisitely rendered flesh tones and lifelike eyes.
            This portrait was painted on the occasion of the sitter's marriage.
        ","Marianne Ashley Walker","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b6/b6fd8061-0978-48a1-a00a-79126a2403c6.jpg
        ","","","1799","30 1/2 x 25 1/2 in.","","oil on canvas","","","","American","","","Gift of Mrs. Nicholas H. Noyes"
"","http://www.imamuseum.org/art/collections/artwork/summer-lake-ontario-cropsey-jasper-francis
        ","Gambert and Co. London 1857, M.A. Newhouse and Son St. Louis 1926, Dr. Alva M. Kirkpatrick
            Indianapolis 1926, Mr. and Mrs. Paul Bilings Columbus 1955, purchased for the Indianapolis Museum of Art
        ","The setting sun, luminous mists, and tidy farm buildings present a romantic image of man and
            nature in harmony.
            This canvas is an idealized composition that combines motifs from several different locales.
            Cropsey was widely acclaimed for his autumn landscapes.
        ","Summer, Lake Ontario","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/6d/6db01ffe-be95-4def-a5b8-c67b26e621dc.jpg
        ","","","1857","","","oil on canvas","","","","American","","","Gift of the Friends of the Museum"
"","http://www.imamuseum.org/art/collections/artwork/green-apples-gray-curtain-kuhn-walt","","The artist has transformed a haphazard arrangement of apples into a stable, pyramidal design,
            reflective of Paul Cézanne's use of solid, geometric forms.
            Kuhn helped organize the New York Armory Show in 1913, the famous exhibition that introduced modern art to
            the American public.
        ","Green Apples with Gray Curtain","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4b/4b17a804-e13e-4a23-8508-6830465324cb.jpg
        ","","","1943","","","oil on canvas","","","","American","","","Gift of Mr. and Mrs. Henry R. Hope"
"","http://www.imamuseum.org/art/collections/artwork/new-york-john-bradley-storrs","Societé Anonyme, New York, New York; Mrs. H. Edward Dreier, New York, New York; Edith Gregor
            Haipert, New York (The Downtown Gallery); (Sotheby Park Bernet, Sale#3520, May 16, 1973, catalogue 163
            illustrated - Edith Gregor Haipert Collection, Part II and other Property.); Indianapolis Museum of Art,
            Indianapolis, Indiana, 1973
        ","This elegant column can be read as a skyscraper or an abstract arrangement of geometric forms.
            The sculpture's rigid geometry is tempered by the juxtaposition of steel, brass and marble.
            Storrs was interested in the raw materials of industry, and towering skyscrapers.
        ","New York","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a4/a4ffd02b-395c-4a83-9dc8-cdf0286861d7.jpg
        ","","","about 1925","","","brass and steel on black marble base (or vulcanite base)","","","","American","","","Discretionary Fund"
"","http://www.imamuseum.org/art/collections/artwork/landscape-covered-wagon-durand-asher-brown
        ","gift of Lydia Millard","The path, covered wagon and pioneers, suggest the future cultivation of this landscape.
            The unspoiled wilderness becomes both a haven for spiritual contemplation and a Promised Land to be settled
            by the pioneers.
            Durand was a leader of the Hudson River School.
        ","Landscape with Covered Wagon","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/07/07c0f2a1-92ed-4364-8089-aab334aeb48e.jpg
        ","","","1847","","","oil on canvas","","","","American","","","Gift of Mrs. Lydia G. Millard"
"","http://www.imamuseum.org/art/collections/artwork/temptation-guy-seymour-joseph","","","Temptation","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/1a/1ac81644-d51f-4bb7-9ac8-27d6fee841bf.jpg
        ","","","about 1884","","","oil on canvas","","","","","","","The Ballard Family Memorial Fund"
"","http://www.imamuseum.org/art/collections/artwork/boat-builders-homer-winslow","Dr. Alexander Crombie Humphreys [1851-1927], Hoboken, N.J.; inherited by his daughter, Mrs. E.H.
            Turnbull; (M. Knoedler and Co., New York and Macbeth Galleries, New York); purchased by Edward Ward McMahon
            in 1932; sold about 1950 to (Hirschl and Adler, New York);{1} purchased by the Indianapolis Museum of Art in
            1954 (54.10).

            {1} All provenance information contained in a letter from Homer scholar Lloyd Goodrich, dated 29 April 1954,
            in IMA Historical File (54.10).
        ","Born in Cambridge, Massachusetts, Winslow Homer worked for years as an illustrator before taking
            night classes in drawing and painting at the National Academy of Design in New York City.  
            During the early 1870s Homer explored a single theme in different media.  The oil painting The Boat Builders
            relates to a series of illustrations, prints and drawings devoted to the shipbuilding industry of Essex,
            Massachusetts and the maritime community of Gloucester, Massachusetts. 
            Homer subtly connects the real nautical world with the children’s play by overlapping the toy boat and
            sailing ship on the horizon. Through their play the two boys may have been preparing for their future
            careers as fishermen, sailors or shipbuilders.    
        ","The Boat Builders","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a3/a3f5ac16-315c-4874-9500-7ec2c924f1b6.jpg
        ","","","1873","","","oil on panel","","","","American","","","Martha Delzell Memorial Fund"
"","http://www.imamuseum.org/art/collections/artwork/jimson-weed-okeeffe-georgia","Elizabeth Arden commissioned the piece from the artist; Elizabeth Arden salon was purchased by Eli
            Lilly and Co in 1971; Eli Lilly donated the painting to the museum in 1997
        ","This is O'Keeffe's largest and most ambitious floral work, with her signature emphasis on size and
            contour.
            In 1936 Elizabeth Arden commissioned O'Keeffe to paint Jimson Weed for the exercise room of her New York
            spa.
        ","Jimson Weed","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fc/fc256fa3-a0c3-41e0-b9f6-eda0f6fc1613.jpg
        ","","","1936","","","oil on linen","","","","American","","","Gift of Eli Lilly and Company"
"","
            http://www.imamuseum.org/art/collections/artwork/he-risen-passion-christ-series-bearden-romare-howard
        ","From the artist to Duke Ellington [1899-1974] in 1945; by descent in the Ellington family to Stephen
            James, Duke Ellington's son in 1974; consigned by James to (Hollis Taggart Galleries, New York) in 2006 (1)
            (1) Provenance information supplied by (Hollis Taggart Galleries, New York).
        ","The Passion of Christ Series established Bearden as an abstract artist.
            This painting creates a celebratory mood of rebirth and redemption.
            Bearden grew up in Harlem and was influenced by the Harlem Renaissance.
             
        ","He Is Risen (The Passion of Christ Series)","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d9/d982abf6-6d03-4fb6-a3b4-010ce9ebfceb.jpg
        ","","","1945","","","oil on gessoed board","","","","American","","","James E. Roberts Fund, Cecil F. Head Art Fund, Mary V. Black Art Endowment Fund, Roger L. Williams
            Fund
        "
"","http://www.imamuseum.org/art/collections/artwork/usa-haberle-john","","","U.S.A.","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/52/5225dd86-585b-4e31-b3f3-253895f9c0fd.jpg
        ","","","about 1889","8 1/2 x 12 in.","","oil on canvas","","","","American","","","Gift of Paul and Ruth Buchanan"
"","
            http://www.imamuseum.org/art/collections/artwork/harmony-pink-and-gray-lady-meux-whistler-james-abbott-mcneill
        ","","","Harmony in Pink and Gray: Lady Meux","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/38/381f70fa-fd65-41f1-a93d-25392ce9121f.jpg
        ","","","about 1916","","","oil on canvas","","","","American","","","Gift of Mr. and Mrs. Kurt F. Pantzer, Sr."
"","
            http://www.imamuseum.org/art/collections/artwork/george-washington-princeton-peale-charles-willson-polk-charles-peale
        ","Jonathan Swift, Alexandria, Virginia | William Swift-Patten, Rhinebeck, New York","Washington is elegantly attired in military garb holding his sword as a reference to his role as
            an officer.
            This scene shows Washington at Princeton, New Jersey where the revolutionary army won a victory in 1777.
        ","George Washington at Princeton","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/46/46993e75-e98e-4a87-8da2-c783501dd948.jpg
        ","","","about 1788","","","oil on canvas","","","","American","","","Gift of Mr. and Mrs. NIcholas H. Noyes"
"","http://www.imamuseum.org/art/collections/artwork/reflections-dove-arthur-garfield","The artist; Alfred Stieglitz in New York; The Downtown Gallery in New York; collection of Mr. and
            Mrs. Denman Bellevue WA; private collection; corporate collection; purchased from Alexandre Gallery in 2003
            by the IMA
        ","Reflections features the circular shapes, natural forms and feathered brushstrokes that are
            hallmarks of Dove's style.
            Dove, an artist known for his humor and whimsy, said that this painting was about reflections from
            headlights on the windshield of a car.
            The artist was a key member of the Stieglitz Group of modernist painters and a pioneer of abstraction.
        ","Reflections","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9a/9ae3431e-afb4-46bc-9d5c-b51bcda5addc.jpg
        ","","","1935","15 1/8 x 21 1/16 in.","","oil on canvas","","","","American","","","Caroline Marmon Fesler Fund"
"","http://www.imamuseum.org/art/collections/artwork/landscape-whittredge-worthington","","","Landscape","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9e/9e3ba49d-173f-4cda-9f14-41ebe38849fc.jpg
        ","","","about 1886","20 3/8 x 14 1/2 in. (framed)","","oil on canvas","","","","American","","","Gift of Dr. Charles Jordan"
"","
            http://www.imamuseum.org/art/collections/artwork/portrait-dr-george-henry-alexander-clowes-pezzati-pietro
        ","","","Portrait of Dr. George Henry Alexander Clowes","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/2d/2dbb096e-8c57-42dd-a3b8-0c7cecf0c221.jpg
        ","","","","55 1/4 x 42 1/2 in. (framed)","","oil on canvas","","","","American","","","Courtesy of The Clowes Fund"
"","http://www.imamuseum.org/art/collections/artwork/scene-wabash-winter-george","The artist; Blackburn family, San Francisco; Blackburn Estate; (Atelier Dore, San Francisco);
            (Gerald Peters Gallery, Jackson Hole, Wyoming); Paul H. Buchanan, Jr. [1918-2008], Indianapolis, Indiana;
            given by bequest to the Indianapolis Museum of Art in 2009 (TR10964).
        ","Here, a group of Potawatomi Indians gather next to the Wabash River. The figures are posed in a
            casual setting, reflecting Winter’s goal to record the daily life and customs of these people.
            Winter was born in England and came to America in 1830 to study in New York. In 1837 he moved to Logansport,
            Indiana.
             
        ","Scene on the Wabash","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/af/af7d1c38-e9c7-418f-a995-af1b96d24e90.jpg
        ","","","about 1848","","","oil on canvas","","","","American","","","Bequest of Judge Paul H. Buchanan, Jr."
"","http://www.imamuseum.org/art/collections/artwork/nymph-and-fawn-konti-isidore","","","Nymph and Fawn","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/25/252488a4-3190-46ac-a1b5-b159e4568392.jpg
        ","","","1917","56 1/4 x 24 x 20 in.","","bronze","","","","American","","","Gift of Mr. and Mrs. John J. Weldon"
"","http://www.imamuseum.org/art/collections/artwork/stumbling-man-david-k-rubins-0","","","Stumbling Man","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/31/31e223ba-4632-4af4-9775-cf86652bf32d.jpg
        ","","","","38 x 61 x 32 1/2 in.","","bronze","","","","American","","","Gift of the Artist"
"","http://www.imamuseum.org/art/collections/artwork/untitled-j-k-lilly-jr-0","","","Untitled","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a8/a81cd952-bd7e-4727-99c7-816c03b3b79b.jpg
        ","","","1956-1956","","","acrylic on canvas board","","","","","","","Gift of Mrs. Henry F. DeBoest"
"","http://www.imamuseum.org/art/collections/artwork/sundial-boy-spider-william-d-paddock","","","Sundial, Boy with Spider","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ab/abc0eb0b-2152-4f64-b7b7-535949938333.jpg
        ","","","1916","30 x 30 in.","","copper alloy (bronze)","","","","American","","","Gift of Mr. Nicholas Noyes"
"","http://www.imamuseum.org/art/collections/artwork/sunlit-window-ritman-louis","Donated to the museum by the Louis Ritman estate through Maurice Ritman","Ritman's interest in decorative patterning is evident in the mixture of floral prints with stripes
            that contrast with the buzzing confusion of nature seen through the open window.
            Ritman, a Chicago artist, settled in Giverny, France near the home of Claude Monet, in 1909.
        ","Sunlit Window","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c2/c2a71315-aadd-449a-84b8-069d00a7d62f.jpg
        ","","","1918","47 x 39 3/4 in.","","oil and tempera on canvas","","","","American","","","Gift of the Louis Ritman Estate"
"","http://www.imamuseum.org/art/collections/artwork/april-lawson-ernest","","Here pastel colors contrast with patches of darker hues to convey a cool soggy day.
            April may depict a stretch of the Harlem River in Washington Heights, New York.
            Lawson was the only Impressionist and pure landscapist among The Eight, a group of artists who opposed
            traditional styles of painting.
        ","April","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8d/8d67a0e9-741f-46e4-b955-6a726bbcfc61.jpg
        ","","","about 1915","","","oil on canvas","","","","","","","Gift of Mrs. John N. Carey"
"","
            http://www.imamuseum.org/art/collections/artwork/glimpse-harbor-gloucester-prendergast-maurice-brazil
        ","","In this painting, Prendergast handled watercolor with his characteristic freedom, wielding thin
            washes in loosely knit strokes and allowing the white paper to become part of the composition. Contemporary
            critics noted that Prendergast’s loose style fit his leisurely subjects.
        ","Glimpse of the Harbor, Gloucester","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4d/4dce8bac-1b0d-4620-b8cc-e241a47cb650.jpg
        ","","","about 1916-1919,","","","watercolor over pencil on paper","","","","American","","","Gift of the Gamboliers"
"","http://www.imamuseum.org/art/collections/artwork/builders-cecil-f-head","","Cecil Head derived his subject matters from views of downtown Indianapolis.
            Builders presents bricklayers and masons constructing an apartment building at Tenth Street and Pennsylvania
            Avenue.
            The complex color harmonies combined with strong contrasts are typical of the artist’s sense of color.
             
        ","Builders","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/31/31b60365-313c-4d55-9eed-66bfb45ed502.jpg
        ","","","1934","","","oil on canvas","","","","American","","","Gift of the Artist"
"","http://www.imamuseum.org/art/collections/artwork/new-years-shooter-luks-george-benjamin","","The colorful palette of this painting is in keeping with the gaiety and theatricality of the
            subject.
            New Year's Shooter was painted about the time of the exhibition of The Eight, a group of artists who opposed
            traditional painting formulas based on careful drawing and modeling.
        ","New Year's Shooter","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ba/ba6c56b7-f9f1-4025-a7b4-743fad7f2eb0.jpg
        ","","","about 1907","","","oil on canvas","","","","American","","","Gift of Mrs. Albert J. Beveridge"
"","http://www.imamuseum.org/art/collections/artwork/portrait-boy-bellows-george-wesley","","This canvas depicts Meredith Hare.  His mother asked for a formal portrait.  Bellows complied, but
            he also painted this more casual likeness.  Mrs. Hare could not decide between the two, so she took neither.
            Bellows was a member of the Ashcan School, whose artists preferred unglamorized images.
        ","Portrait of a Boy","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/97/97ce7203-f22d-40f6-a155-1e79fd6cdfbd.jpg
        ","","","1921","","","oil on canvas","","","","American","","","Gift of the Friends of American Art"
