"artistURI","url","title","image-URL","birthPlace","birthYear","deathYear","when-acquired","dimensions","Type_URI","type","nationality_URI","nationality","collection","artistAppellationURI","artistName","credit"
"","http://www.sfmoma.org/explore/collection/artwork/106224","Untitled [Children in Colonia de la Bolsa]","http://www.sfmoma.org/images/artwork/medium/2001.88.70_01_b02.jpg","","1896","1942","2001","7.62 cm x 10 cm","","photograph","","American, born Italy","SFMOMA","","Tina Modotti","Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors"
"","http://www.sfmoma.org/explore/collection/artwork/106228","Untitled [Convent of Tepotzotl�n]","http://www.sfmoma.org/images/artwork/medium/2001.88.74_01_b02.jpg","","1896","1942","2001","9.68 cm x 7.46 cm","","photograph","","American, born Italy","SFMOMA","","Tina Modotti","Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors"
"","http://www.sfmoma.org/explore/collection/artwork/106238","Untitled [Girl with Braids Writing]","http://www.sfmoma.org/images/artwork/medium/2001.88.84_01_b02.jpg","","1896","1942","2001","9.21 cm x 7.14 cm","","photograph","","American, born Italy","SFMOMA","","Tina Modotti","Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors"
"","http://www.sfmoma.org/explore/collection/artwork/106245","Untitled [Indian Women Seated in Front of Building]","http://www.sfmoma.org/images/artwork/medium/2001.88.91_01_b02.jpg","","1896","1942","2001","7.46 cm x 7.3 cm","","photograph","","American, born Italy","SFMOMA","","Tina Modotti","Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors"
"","http://www.sfmoma.org/explore/collection/artwork/106249","Untitled [Obreg�n Demonstration]","http://www.sfmoma.org/images/artwork/medium/2001.88.95_01_b02.jpg","","1896","1942","2001","7.46 cm x 9.84 cm","","photograph","","American, born Italy","SFMOMA","","Tina Modotti","Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors"
"","http://www.sfmoma.org/explore/collection/artwork/106172","Untitled [View from Tina Modotti's Window, Mexico City]","http://www.sfmoma.org/images/artwork/medium/2001.88.18_01_b02.jpg","","1896","1942","2001","10.48 cm x 8.26 cm","","photograph","","American, born Italy","SFMOMA","","Tina Modotti","Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors"
"","http://www.sfmoma.org/explore/collection/artwork/106273","Untitled [Wall with Two Windows and Top of Door]","http://www.sfmoma.org/images/artwork/medium/2001.88.119_01_b02.jpg","","1896","1942","2001","9.21 cm x 6.99 cm","","photograph","","American, born Italy","SFMOMA","","Tina Modotti","Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors"
"","http://www.sfmoma.org/explore/collection/artwork/106276","Untitled [Woman Doing Laundry in Front of Doorway with Four Children]","http://www.sfmoma.org/images/artwork/medium/2001.88.122_01_b02.jpg","","1896","1942","2001","9.84 cm x 7.46 cm","","photograph","","American, born Italy","SFMOMA","","Tina Modotti","Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors"
"","http://www.sfmoma.org/explore/collection/artwork/106277","Untitled [Woman Doing Laundry]","http://www.sfmoma.org/images/artwork/medium/2001.88.123_01_b03.jpg","","1896","1942","2001","10 cm x 7.46 cm","","photograph","","American, born Italy","SFMOMA","","Tina Modotti","Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors"
"","http://www.sfmoma.org/explore/collection/artwork/106281","Untitled [Woman with Pot on Head]","http://www.sfmoma.org/images/artwork/medium/2001.88.127_01_b02.jpg","","1896","1942","2001","9.21 cm x 7.3 cm","","photograph","","American, born Italy","SFMOMA","","Tina Modotti","Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors"
"","http://www.sfmoma.org/explore/collection/artwork/106287","Z�calo (Mexico City Square)","http://www.sfmoma.org/images/artwork/medium/2001.88.133_01_b02.jpg","","1896","1942","2001","6.67 cm x 9.53 cm","","photograph","","American, born Italy","SFMOMA","","Tina Modotti","Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors"
"","http://www.sfmoma.org/explore/collection/artwork/232","A IX","http://www.sfmoma.org/images/artwork/medium/51.3208_01_d02.jpg","","1895","1946","1951","128.27 cm x 98.43 cm","","painting","","American, born Hungary","SFMOMA","","L�szl� Moholy-Nagy","Gift of Sibyl Moholy-Nagy"
"","http://www.sfmoma.org/explore/collection/artwork/233","CH Space V","","","1895","1946","1974","120.02 cm x 120.02 cm","","painting","","American, born Hungary","SFMOMA","","L�szl� Moholy-Nagy","Gift of S. I. Hayakawa"
"","http://www.sfmoma.org/explore/collection/artwork/48388","Helsinki","http://www.sfmoma.org/images/artwork/medium/98.243_01_b03.jpg","","1895","1946","1998","38.42 cm x 28.58 cm","","photograph","","American, born Hungary","","","L�szl� Moholy-Nagy","Collection of the San Francisco Museum of Modern Art, fractional gift of Paul Sack, and collection of the Sack Photographic Trust"
"","http://www.sfmoma.org/explore/collection/artwork/18433","(Puppen [In der Mittagsonne, Puppen im Sonnenbad]) Dolls (In the Midday Sun; Dolls Taking a Sunbath)","","","1895","1946","1982","24.61 cm x 20 cm","","photograph","","American, born Hungary","SFMOMA","","L�szl� Moholy-Nagy","Purchase"
"","http://www.sfmoma.org/explore/collection/artwork/120803","Sand Architects, No. 2","http://www.sfmoma.org/images/artwork/medium/2005.276_01_b02.jpg","","1895","1946","2005","29.21 cm x 20.96 cm","","photograph","","American, born Hungary","SFMOMA","","L�szl� Moholy-Nagy","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/12976","Untitled","http://www.sfmoma.org/images/artwork/medium/80.349_01_b02.jpg","","1895","1946","1980","23.97 cm x 18.2 cm","","photograph","","American, born Hungary","SFMOMA","","L�szl� Moholy-Nagy","Purchase"
"","http://www.sfmoma.org/explore/collection/artwork/14214","Untitled","http://www.sfmoma.org/images/artwork/medium/40.8369.135_01_B02.jpg","","1895","1946","1940","20.64 cm x 25.4 cm","","photograph","","American, born Hungary","SFMOMA","","L�szl� Moholy-Nagy","Gift of the School of Design, Chicago, Illinois"
"","http://www.sfmoma.org/explore/collection/artwork/12977","Vom Funkturm (From the Radio Tower)","http://www.sfmoma.org/images/artwork/medium/82.61_01_b02.jpg","","1895","1946","1982","24.61 cm x 18.26 cm","","photograph","","American, born Hungary","SFMOMA","","L�szl� Moholy-Nagy","Purchase"
"","http://www.sfmoma.org/explore/collection/artwork/102488","Human Shield","http://www.sfmoma.org/images/artwork/medium/2003.267.jpg","","","","2003","32.7 cm x 26.51 cm","","photograph","","American","SFMOMA","","Mole & Thomas","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/30329","Woodrow Wilson (21,000 Officers and Men, Camp Sherman, Chillicothe, Ohio)","http://www.sfmoma.org/images/artwork/medium/ph99105.jpg","","","","2000","33.02 cm x 26.35 cm","","photograph","","American","SFMOMA","","Mole & Thomas","Purchase through a gift of the Alfred William Pye and Mabel Johnston Pye Endowment Fund"
"","http://www.sfmoma.org/explore/collection/artwork/137891","Views of Thomasville and Vicinity [No. 51]","http://www.sfmoma.org/images/artwork/medium/2012.38_01_B02.jpg","","1867","","2012","10.32 cm x 17.46 cm","","photograph","","American, born England","SFMOMA","","A. W. Moller","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/137890","Views of Thomasville and Vicinity [No. 52]","http://www.sfmoma.org/images/artwork/medium/2012.39_01_B02.jpg","","1867","","2012","10.95 cm x 17.94 cm","","photograph","","American, born England","SFMOMA","","A. W. Moller","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/103188","Untitled","http://www.sfmoma.org/images/artwork/medium/2000.567.1-6_01_d02.jpg","","1961","","2000","","","sculpture","","American, born Argentina","SFMOMA","","Carlos Mollura","New Forum Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/132038","Dear Mineral","","","1972","","2009","182.88 cm x 30.48 cm x 36.83 cm","","sculpture","","American","SFMOMA","","Matthew Monahan","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/125685","The Green Zone","","","1972","","2006","184.91 cm x 154.94 cm x 124.97 cm","","sculpture","","American","SFMOMA","","Matthew Monahan","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/125686","What Hasn't Killed Me","","","1972","","2006","109.98 cm x 29.97 cm x 29.97 cm","","sculpture","","American","SFMOMA","","Matthew Monahan","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/3438","Landscape","","","1917","","1968","48.9 cm x 54.61 cm x 17.78 cm","","sculpture","","American","SFMOMA","","Keith Monroe","Gift of Mrs. Charlotte Mack"
"","http://www.sfmoma.org/explore/collection/artwork/3439","Still Life","","","1885","1968","1937","30.48 cm x 38.43 cm","","painting","","Mexican","SFMOMA","","Roberto Montenegro","Albert M. Bender Collection, Gift of Albert M. Bender"
"","http://www.sfmoma.org/explore/collection/artwork/108367","W�di Hamm�m�t, Egypt","http://www.sfmoma.org/images/artwork/medium/ph02.086.jpg","","","","2002","9.5 cm x 8.5 cm","","photograph","","French","SFMOMA","","P. Montet and J. Couyat","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/105947","Demonstrators Attacked With Water Hoses, Birmingham, May 3, 1963","","","1931","","2001","23.5 cm x 33.97 cm","","photograph","","American","SFMOMA","","Charles Moore","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/3873","Family Group","http://www.sfmoma.org/images/artwork/medium/91.169_01_e02.jpg","","1898","1986","1991","14.92 cm x 12.07 cm x 6.99 cm","","sculpture","","British","SFMOMA","","Henry Moore","Bequest of Elise S. Haas"
"","http://www.sfmoma.org/explore/collection/artwork/3877","Family Group","http://www.sfmoma.org/images/artwork/medium/91.173_01_b02.jpg","","1898","1986","1991","16.83 cm x 22.86 cm","","drawing","","British","SFMOMA","","Henry Moore","Bequest of Elise S. Haas"
"","http://www.sfmoma.org/explore/collection/artwork/108981","Figures in a Setting","http://www.sfmoma.org/images/artwork/medium/2002.129.jpg","","1898","1986","2002","51.44 cm x 34.29 cm","","print","","British","SFMOMA","","Henry Moore","Gift of E. Morris Cox from the collection of Margaret Storke Cox"
"","http://www.sfmoma.org/explore/collection/artwork/3872","Maquette for Seated Figure against Curved Wall","http://www.sfmoma.org/images/artwork/medium/91.168_01_e02.jpg","","1898","1986","1991","19.05 cm x 27.94 cm x 13.97 cm","","sculpture","","British","SFMOMA","","Henry Moore","Bequest of Elise S. Haas"
"","http://www.sfmoma.org/explore/collection/artwork/3442","Maquette for Seated Woman","","","1898","1986","1957","16.19 cm x 15.56 cm x 11.11 cm","","sculpture","","British","SFMOMA","","Henry Moore","Gift of W. W. Crocker"
"","http://www.sfmoma.org/explore/collection/artwork/3440","Reclining Figure","http://www.sfmoma.org/images/artwork/medium/52.6715_02_c02.jpg","","1898","1986","1952","18.1 cm x 43.18 cm x 13.02 cm","","sculpture","","British","SFMOMA","","Henry Moore","Gift of Charlotte Mack"
"","http://www.sfmoma.org/explore/collection/artwork/3874","Three Standing Figures","http://www.sfmoma.org/images/artwork/medium/91.170.jpg","","1898","1986","1991","23.5 cm x 16.51 cm x 10.16 cm","","sculpture","","British","SFMOMA","","Henry Moore","Bequest of Elise S. Haas"
"","http://www.sfmoma.org/explore/collection/artwork/3875","Three Standing Women in Landscape","","","1898","1986","1991","57.79 cm x 44.13 cm","","drawing","","British","SFMOMA","","Henry Moore","Bequest of Elise S. Haas"
"","http://www.sfmoma.org/explore/collection/artwork/3876","Three Women in a Room","","","1898","1986","1991","56.52 cm x 47.94 cm","","drawing","","British","SFMOMA","","Henry Moore","Bequest of Elise S. Haas"
"","http://www.sfmoma.org/explore/collection/artwork/3443","Time/Life Screen: Working Model","http://www.sfmoma.org/images/artwork/medium/58.4383_01_d02.jpg","","1898","1986","1958","41.91 cm x 106.68 cm x 16.19 cm","","sculpture","","British","SFMOMA","","Henry Moore","Gift of Charlotte Mack"
"","http://www.sfmoma.org/explore/collection/artwork/4101","Upright Motive C","http://www.sfmoma.org/images/artwork/medium/92.98_01_e03.jpg","","1898","1986","1992","30.16 cm x 8.89 cm x 5.72 cm","","sculpture","","British","SFMOMA","","Henry Moore","Gift of Marjory W. Walker"
"","http://www.sfmoma.org/explore/collection/artwork/3878","Women in Shelter in Winter","","","1898","1986","1991","18.42 cm x 17.15 cm","","drawing","","British","SFMOMA","","Henry Moore","Bequest of Elise S. Haas"
"","http://www.sfmoma.org/explore/collection/artwork/141651","cemetery patch","","","1975","","2011","50.8 cm x 42.82 cm","","painting","","British","SFMOMA","","Katy Moran","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/3447","Site of the Tower of Babel","","","1929","1993","1981","121.92 cm x 151.77 cm","","painting","","American","SFMOMA","","William Morehouse","Gift of David Cole"
"","http://www.sfmoma.org/explore/collection/artwork/134474","Popeye","http://www.sfmoma.org/images/artwork/medium/2009.179_01_E02.jpg","","1968","","2009","154.94 cm x 50.8 cm x 63.5 cm","","sculpture","","American","SFMOMA","","Kristen Morgin","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/142472","Popeye [pipe]","http://www.sfmoma.org/images/artwork/medium/2009.179_01_E02.jpg","","1968","","2009","","","sculpture","","American","SFMOMA","","Kristen Morgin","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/142471","Popeye [sculpture]","http://www.sfmoma.org/images/artwork/medium/2009.179_01_E02.jpg","","1968","","2009","154.94 cm x 50.8 cm x 63.5 cm","","sculpture","","American","SFMOMA","","Kristen Morgin","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/48156","AIGA Colorado Poster","http://www.sfmoma.org/images/artwork/medium/2000.3_01_g04_small_ema.jpg","","1994","","2000","88.9 cm x 60.96 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/48157","AIGA Orange County Poster","","","1994","","2000","61.28 cm x 91.76 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/48158","AIGA Portland Poster","","","1994","","2000","61.28 cm x 91.76 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/48160","AIGA Sound Off Booklet","","","1994","","2000","11.91 cm x 12.07 cm x 0.16 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/48166","AIGA Sound Off Postcard","","","1994","","2000","12.7 cm x 17.78 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/49032","Bob Identity Program","http://www.sfmoma.org/images/artwork/medium/2000.9.6_01_g04.jpg","","1994","","2000","9.53 cm x 20.32 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/49028","Bob Identity Program","http://www.sfmoma.org/images/artwork/medium/2000.9.2.jpg","","1994","","2000","4.76 cm x 7.94 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/49030","Bob Identity Program","http://www.sfmoma.org/images/artwork/medium/2000.9.4_01_g04.jpg","","1994","","2000","5.08 cm x 8.89 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/49033","Bob Identity Program","","","1994","","2000","27.94 cm x 21.59 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/49035","Bob Identity Program","http://www.sfmoma.org/images/artwork/medium/2000.9.9_01_g04.jpg","","1994","","2000","6.99 cm x 13.97 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/49046","Bob Identity Program","http://www.sfmoma.org/images/artwork/medium/2000.9.3_small_ema.jpg","","1994","","2000","13.97 cm x 15.88 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/49031","Bob Identity Program","http://www.sfmoma.org/images/artwork/medium/2000.9.5.jpg","","1994","","2000","10.48 cm x 24.13 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/49034","Bob Identity Program","http://www.sfmoma.org/images/artwork/medium/2000.9.8_01_g04.jpg","","1994","","2000","10.16 cm x 15.24 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/49027","Bob Identity Program","http://www.sfmoma.org/images/artwork/medium/2000.9.1_small_ema.jpg","","1994","","2000","19.05 cm x 9.84 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/49029","Bob Identity Program","","","1994","","2000","13.97 cm x 15.88 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/49047","Bob Identity Program","","","1994","","2000","13.97 cm x 15.88 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/48163","Filmforum Booklet","http://www.sfmoma.org/images/artwork/medium/2000.10_small_ema.jpg","","1994","","2000","12.7 cm x 12.7 cm x 0.32 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/48164","Filmforum Press-sheet Poster","","","1994","","2000","89.22 cm x 61.12 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/26444","SCI Arc Spring 1994 Poster","","","1994","","1999","91.44 cm x 60.96 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of Sean Adams and Noreen Morioka"
"","http://www.sfmoma.org/explore/collection/artwork/48161","Seattle Breakfast Poster","http://www.sfmoma.org/images/artwork/medium/2000.12_01_g04_small_ema.jpg","","1994","","2000","91.76 cm x 60.96 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/48167","The Eye and the Ear, New Directions in Twentieth Century Musical Notation Booklet","http://www.sfmoma.org/images/artwork/medium/2000.13_small_ema.jpg","","1994","","2000","17.15 cm x 15.24 cm x 0.32 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of the artists"
"","http://www.sfmoma.org/explore/collection/artwork/26443","UCLA Summer Sessions 1998 Poster","http://www.sfmoma.org/images/artwork/medium/98.323.jpg","","1994","","1998","91.44 cm x 60.96 cm","","printed material","","","SFMOMA","","AdamsMorioka","Gift of Sean Adams and Noreen Morioka"
"","http://www.sfmoma.org/explore/collection/artwork/2653","Beach Scene, from the portfolio Six New York Artists","","","1931","","1972","50.8 cm x 38.74 cm","","print","","British","SFMOMA","","Malcolm Morley","Accessions Committee Fund purchase"
"","http://www.sfmoma.org/explore/collection/artwork/3452","Ebb Tide","","","1911","1993","1974","160.02 cm x 191.45 cm","","painting","","American","SFMOMA","","Carl Morris","Gift of Mrs. Ferdinand C. Smith"
"","http://www.sfmoma.org/explore/collection/artwork/3455","Machine No. 2","","","1911","1993","1951","87.63 cm x 96.84 cm","","painting","","American","SFMOMA","","Carl Morris","Gift of Mrs. Ferdinand C. Smith"
"","http://www.sfmoma.org/explore/collection/artwork/3453","Red Floe","","","1911","1993","1961","116.84 cm x 182.88 cm","","painting","","American","SFMOMA","","Carl Morris","Purchase"
"","http://www.sfmoma.org/explore/collection/artwork/3454","Sound and Sand","","","1911","1993","1956","100.65 cm x 121.6 cm","","painting","","American","SFMOMA","","Carl Morris","Gift of the Women's Board"
"","http://www.sfmoma.org/explore/collection/artwork/48394","Adobe Ranch House, New Mexico","http://www.sfmoma.org/images/artwork/medium/ST1998.0344_small_ema.jpg","","1910","1998","","18.42 cm x 24.13 cm","","photograph","","American","","","Wright Morris","Collection of the Sack Photographic Trust"
"","http://www.sfmoma.org/explore/collection/artwork/8316","Alley, Claremont, California","http://www.sfmoma.org/images/artwork/medium/92.431.jpg","","1910","1998","1992","18.26 cm x 22.7 cm","","photograph","","American","SFMOMA","","Wright Morris","Purchase through a gift of Byron R. Meyer"
"","http://www.sfmoma.org/explore/collection/artwork/136261","Bank Grill, Cahow's Barber Shop, Chapman, Nebraska","","","1910","1998","2010","25.4 cm x 20.32 cm","","photograph","","American","SFMOMA","","Wright Morris","Anonymous gift in memory of Josephine Morris"
"","http://www.sfmoma.org/explore/collection/artwork/136888","Barber Shop Interior; Cahow's Barber Shop, Chapman, Nebraska","","","1910","1998","2010","20.32 cm x 25.4 cm","","photograph","","American","SFMOMA","","Wright Morris","Anonymous gift in memory of Josephine Morris"
"","http://www.sfmoma.org/explore/collection/artwork/112264","Barbershop","http://www.sfmoma.org/images/artwork/medium/ST2003.0001_small_ema.jpg","","1910","1998","","21.91 cm x 19.69 cm","","photograph","","American","","","Wright Morris","Collection of the Sack Photographic Trust"
"","http://www.sfmoma.org/explore/collection/artwork/8311","Bed with Nightpot, Home Place","http://www.sfmoma.org/images/artwork/medium/92.226.jpg","","1910","1998","1992","24.45 cm x 19.84 cm","","photograph","","American","SFMOMA","","Wright Morris","Gift of Jane and Larry Reed"
"","http://www.sfmoma.org/explore/collection/artwork/8526","Bedroom, Home Place","http://www.sfmoma.org/images/artwork/medium/93.511.jpg","","1910","1998","1993","25.4 cm x 20.48 cm","","photograph","","American","SFMOMA","","Wright Morris","Gift of Kathy and Ron Perisho"
"","http://www.sfmoma.org/explore/collection/artwork/136262","Church, near Milford, Nebraska","","","1910","1998","2010","20.32 cm x 25.4 cm","","photograph","","American","SFMOMA","","Wright Morris","Anonymous gift in memory of Josephine Morris"
"","http://www.sfmoma.org/explore/collection/artwork/8302","Clothing on Hooks, Home Place","","","1910","1998","1992","23.5 cm x 18.57 cm","","photograph","","American","SFMOMA","","Wright Morris","Gift of Robert Fisher"
"","http://www.sfmoma.org/explore/collection/artwork/8309","Dresser Drawer, Ed's Place","","","1910","1998","1992","19.69 cm x 22.07 cm","","photograph","","American","SFMOMA","","Wright Morris","Gift of Amy McCombs and Fred Currier"
"","http://www.sfmoma.org/explore/collection/artwork/112273","Farm Buildings","","","1910","1998","","19.69 cm x 24.45 cm","","photograph","","American","","","Wright Morris","Collection of the Sack Photographic Trust"
"","http://www.sfmoma.org/explore/collection/artwork/48393","Farm Buildings along Road, South Carolina","","","1910","1998","","19.69 cm x 24.13 cm","","photograph","","American","","","Wright Morris","Collection of the Sack Photographic Trust"
"","http://www.sfmoma.org/explore/collection/artwork/112267","Farmhouse [Speckled Stove]","http://www.sfmoma.org/images/artwork/medium/ST2003.0011_01_b04_small_ema.jpg","","1910","1998","","24.45 cm x 19.69 cm","","photograph","","American","","","Wright Morris","Collection of the Sack Photographic Trust"
"","http://www.sfmoma.org/explore/collection/artwork/115539","Farmhouse in Winter, near Lincoln, Nebraska","http://www.sfmoma.org/images/artwork/medium/PH03.500_01_b02.jpg","","1910","1998","2003","20.32 cm x 25.4 cm","","photograph","","American","SFMOMA","","Wright Morris","Gift in memory of Josephine Morris"
"","http://www.sfmoma.org/explore/collection/artwork/141571","Farmhouse, Nebraska","","","1910","1998","2011","18.1 cm x 23.97 cm","","photograph","","American","SFMOMA","","Wright Morris","Anonymous gift in memory of Josephine Morris"
"","http://www.sfmoma.org/explore/collection/artwork/12987","Faulkner Country, near Oxford, Mississippi","http://www.sfmoma.org/images/artwork/medium/81.330_01_b02.jpg","","1910","1998","1981","20.16 cm x 25.24 cm","","photograph","","American","SFMOMA","","Wright Morris","Gift of Grapestake Gallery in honor of John Humphrey"
"","http://www.sfmoma.org/explore/collection/artwork/8313","Faulkner Country, near Oxford, Mississippi","http://www.sfmoma.org/images/artwork/medium/92.430.jpg","","1910","1998","1992","19.69 cm x 24.13 cm","","photograph","","American","SFMOMA","","Wright Morris","Gift of Susan and Richard Watkins"
"","http://www.sfmoma.org/explore/collection/artwork/8300","Front Door, Home Place","","","1910","1998","1992","24.45 cm x 19.53 cm","","photograph","","American","SFMOMA","","Wright Morris","Gift of Shirley Ross Davis"
"","http://www.sfmoma.org/explore/collection/artwork/12988","Gano Grain Elevator, Western Kansas","http://www.sfmoma.org/images/artwork/medium/83.71_01_b02.jpg","","1910","1998","1983","35.4 cm x 27.78 cm","","photograph","","American","SFMOMA","","Wright Morris","Mortimer Fleishhacker Jr. Memorial Fund Purchase"
"","http://www.sfmoma.org/explore/collection/artwork/112265","Hardware Store","http://www.sfmoma.org/images/artwork/medium/ST2003.0004_small_ema.jpg","","1910","1998","","24.77 cm x 19.37 cm","","photograph","","American","","","Wright Morris","Collection of the Sack Photographic Trust"
"","http://www.sfmoma.org/explore/collection/artwork/112269","Home Place [Model T Steering Wheel]","http://www.sfmoma.org/images/artwork/medium/ST2003.0008_02.jpg","","1910","1998","","19.69 cm x 24.45 cm","","photograph","","American","","","Wright Morris","Collection of the Sack Photographic Trust"
"","http://www.sfmoma.org/explore/collection/artwork/8317","House with Dead Tree, Culpeper, Virginia","http://www.sfmoma.org/images/artwork/medium/92.241.jpg","","1910","1998","1992","","","photograph","","American","SFMOMA","","Wright Morris","Purchase through a gift of Paul Sack"
"","http://www.sfmoma.org/explore/collection/artwork/141567","Hydrant and Gas Tanks, Los Angeles","","","1910","1998","2011","24.13 cm x 19.05 cm","","photograph","","American","SFMOMA","","Wright Morris","Anonymous gift in memory of Josephine Morris"
"","http://www.sfmoma.org/explore/collection/artwork/141569","Landscape [Nebraska]","","","1910","1998","2011","17.78 cm x 22.86 cm","","photograph","","American","SFMOMA","","Wright Morris","Anonymous gift in memory of Josephine Morris"
"","http://www.sfmoma.org/explore/collection/artwork/48392","Light Pole and Grain Elevator, Eastern Nebraska","http://www.sfmoma.org/images/artwork/medium/ST1998.0342_small_ema.jpg","","1910","1998","","22.23 cm x 19.05 cm","","photograph","","American","","","Wright Morris","Collection of the Sack Photographic Trust"
"","http://www.sfmoma.org/explore/collection/artwork/112271","Massachusetts [Clapboard Houses]","","","1910","1998","","19.69 cm x 24.45 cm","","photograph","","American","","","Wright Morris","Collection of the Sack Photographic Trust"
"","http://www.sfmoma.org/explore/collection/artwork/136260","Model T and Barn, Ed's Place","","","1910","1998","2010","25.4 cm x 20.32 cm","","photograph","","American","SFMOMA","","Wright Morris","Anonymous gift in memory of Josephine Morris"
