,column_name,el_dist,jc_name,jc_num,jc_text,ks_num,mw_hist,semantic_type,target,test_name,tf_text,truth,prob
10,s14-s-california-african-american!imageUrl,0.135892925413,0.0,0.000107576143511,0.0,7.3971382881e-17,2.32988967714e-41,E38_Image---dev#classLink,False,s06-npg!CreditLine,0.0,E8_Acquisition---P3_has_note,0.157637693038
22,s14-s-california-african-american!artist,0.00355230485591,0.0,0.0,0.0,0.000423246928775,1.699732852e-17,E82_Actor_Appellation---rdf-schema#label,False,s06-npg!CreditLine,0.0,E8_Acquisition---P3_has_note,0.157599588162
21,s12-s-19-artworks!img_url,0.173484388183,0.0,6.86186068177e-07,0.0,5.51753646585e-18,4.72357997272e-39,E38_Image---dev#classLink,False,s06-npg!CreditLine,0.0,E8_Acquisition---P3_has_note,0.157585840453
38,s13-s-art-institute-of-chicago!Typeofartwork,0.0,0.0,0.0,0.0,0.0,7.68937795504e-12,E55_Type---rdf-schema#label,False,s06-npg!CreditLine,0.0,E8_Acquisition---P3_has_note,0.15758550763
17,s15-s-detroit-institute-of-art!classification,0.0,0.0,0.0,0.0,0.0,0.0,E55_Type---rdf-schema#label,False,s06-npg!CreditLine,0.0,E8_Acquisition---P3_has_note,0.157585507627
10,s14-s-california-african-american!title,0,0.0,0,0.0,0,2.60226688997e-47,E35_Title---rdf-schema#label,False,s07-s-13!origin,1.513260558,E33_Linguistic_Object---P3_has_note,0.963753122025
0,s12-s-19-artworks!description,0,0.133333333333,0,0.0,0,7.69199303724e-50,E22_Man-Made_Object---P3_has_note,False,s07-s-13!origin,1.15444006483,E33_Linguistic_Object---P3_has_note,0.940921123257
58,s14-s-california-african-american!additionalInfo,0,0.0,0,0.0,0,1.86782814225e-49,E22_Man-Made_Object---P3_has_note,False,s07-s-13!origin,1.2721521661,E33_Linguistic_Object---P3_has_note,0.92348835915
31,s19-s-indianapolis-artworks!galleryLabel,0,0.0,0,0.0,0,6.44853642788e-20,E33_Linguistic_Object---P3_has_note,True,s07-s-13!origin,1.22837903104,E33_Linguistic_Object---P3_has_note,0.912722044416
30,s17-s-houston-museum-of-fine-arts!title,0,0.0,0,0.0,0,1.64066917213e-21,E35_Title---rdf-schema#label,False,s07-s-13!origin,1.09721536893,E33_Linguistic_Object---P3_has_note,0.87188152796
66,s08-s-17-edited!DESCRIPTION,0,0.0,0,0.0,0,9.91223934446e-26,E22_Man-Made_Object---P3_has_note,False,s07-s-13!origin,1.03644357785,E33_Linguistic_Object---P3_has_note,0.847953073951
41,s17-s-houston-museum-of-fine-arts!artdesc,0,0.0,0,0.0,0,7.17850636576e-18,E22_Man-Made_Object---P3_has_note,False,s07-s-13!origin,0.910157905325,E33_Linguistic_Object---P3_has_note,0.786671741097
18,s11-s-19-artists!long_biography,0,0.0,0,0.0,0,3.70696756973e-51,E33_Linguistic_Object---P3_has_note,True,s07-s-13!origin,0.863086659647,E33_Linguistic_Object---P3_has_note,0.759655906194
43,s13-s-art-institute-of-chicago!Titleofartwork,0,0.0526315789474,0,0.0,0,7.06860760085e-14,E35_Title---rdf-schema#label,False,s07-s-13!origin,0.638772942027,E33_Linguistic_Object---P3_has_note,0.663222604939
32,s15-s-detroit-institute-of-art!provenance,0,0.0,0,0.0,0,1.99086238729e-29,E22_Man-Made_Object---P3_has_note,False,s07-s-13!origin,0.639365569868,E33_Linguistic_Object---P3_has_note,0.602999926281
11,s17-s-houston-museum-of-fine-arts!link,0,0.111111111111,0,0.0,0,1.10236377637e-21,E22_Man-Made_Object---dev#classLink,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.245282368907
16,s19-s-indianapolis-artworks!materials,0,0.0714285714286,0,0.0,0,1.21454000394e-17,E55_Type---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.210617262736
54,s13-s-art-institute-of-chicago!Linktodata,0,0.0666666666667,0,0.0,0,7.06860760085e-14,E22_Man-Made_Object---dev#classLink,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.20670840383
5,s11-s-19-artists!occupation,0,0.0666666666667,0,0.0,0,3.5337212839e-24,E33_Linguistic_Object---P3_has_note,True,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.20670840383
60,s19-s-indianapolis-artworks!creditLine,0,0.0666666666667,0,0.0,0,1.84536707375e-36,E8_Acquisition---P3_has_note,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.20670840383
40,s13-s-art-institute-of-chicago!Typeofartwork,0,0.0555555555556,0,0.0,0,2.08550689391e-11,E55_Type---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.197797263891
17,s15-s-detroit-institute-of-art!classification,0,0.0526315789474,0,0.0,0,0.0,E55_Type---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.195500903992
56,s19-s-indianapolis-artworks!provenance,0,0.0,0,0.0,0,1.07060502599e-06,E33_Linguistic_Object---P3_has_note,True,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585961212
44,s11-s-19-artists!nationality,0,0.0,0,0.0,0,4.20355195292e-09,E74_Group---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585509408
63,s19-s-indianapolis-artworks!dimensions,0,0.0,0,0.0,0,2.48336504047e-11,E54_Dimension---P3_has_note,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507637
68,s17-s-houston-museum-of-fine-arts!nationality,0,0.0,0,0.0,0,1.87546921083e-12,E74_Group---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507628
62,s13-s-art-institute-of-chicago!Artistname,0,0.0,0,0.0,0,2.9924156899e-13,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
64,s13-s-art-institute-of-chicago!Dimensions,0,0.0,0,0.0,0,7.06852145784e-14,E54_Dimension---P3_has_note,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
52,s13-s-art-institute-of-chicago!ImageURL,0,0.0,0,0.0,0,7.06860760085e-14,E38_Image---dev#classLink,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
14,s13-s-art-institute-of-chicago!Credit,0,0.0,0,0.0,0,7.06602373548e-14,E8_Acquisition---P3_has_note,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
59,s15-s-detroit-institute-of-art!birth,0,0.0,0,0.0,0,6.44268816757e-16,E52_Time-Span---P82_at_some_time_within,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
1,s08-s-17-edited!VIDEO,0,0.0,0,0.0,0,4.46827635272e-16,E31_Document---dev#classLink,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
26,s14-s-california-african-american!enthnicity,0,0.0,0,0.0,0,1.83303084653e-16,E55_Type---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
67,s15-s-detroit-institute-of-art!death,0,0.0,0,0.0,0,1.63613614911e-16,E52_Time-Span---P82_at_some_time_within,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
21,s19-s-indianapolis-artworks!sourceURL,0,0.0,0,0.0,0,1.92378103704e-44,E22_Man-Made_Object---dev#classLink,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
55,s19-s-indianapolis-artworks!imageURL,0,0.0,0,0.0,0,1.92378103704e-44,E38_Image---dev#classLink,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
49,s08-s-17-edited!AUTHOR,0,0.0,0,0.0,0,3.6578972444e-21,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
50,s11-s-19-artists!birth_data_and_place,0,0.0,0,0.0,0,4.52949840661e-51,E33_Linguistic_Object---P3_has_note,True,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
51,s17-s-houston-museum-of-fine-arts!technique,0,0.0,0,0.0,0,2.59785588943e-17,E55_Type---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
53,s15-s-detroit-institute-of-art!credit,0,0.0,0,0.0,0,2.43682945831e-21,E8_Acquisition---P3_has_note,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
8,s12-s-19-artworks!artist_name,0,0.0,0,0.0,0,5.04197941764e-24,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
6,s17-s-houston-museum-of-fine-arts!artyear,0,0.0,0,0.0,0,4.25182305448e-20,E52_Time-Span---P82_at_some_time_within,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
7,s14-s-california-african-american!imageUrl,0,0.0,0,0.0,0,6.13215492342e-51,E38_Image---dev#classLink,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
57,s17-s-houston-museum-of-fine-arts!photo,0,0.0,0,0.0,0,1.10236377637e-21,E38_Image---dev#classLink,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
47,s15-s-detroit-institute-of-art!name,0,0.0,0,0.0,0,1.63983897277e-21,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
4,s13-s-art-institute-of-chicago!Nationality,0,0.0,0,0.0,0,3.16463224643e-38,E74_Group---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
61,s12-s-19-artworks!title,0,0.0,0,0.0,0,1.69088033621e-48,E35_Title---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
3,s17-s-houston-museum-of-fine-arts!dimensions,0,0.0,0,0.0,0,5.47794071257e-21,E54_Dimension---P3_has_note,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
65,s18-s-indianapolis-artists!name,0,0.0,0,0.0,0,2.95627317116e-33,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
2,s15-s-detroit-institute-of-art!medium,0,0.0,0,0.0,0,2.62954895947e-24,E55_Type---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
48,s12-s-19-artworks!technique,0,0.0,0,0.0,0,4.68607547671e-23,E55_Type---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
45,s19-s-indianapolis-artworks!title,0,0.0,0,0.0,0,1.73782688396e-43,E35_Title---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
46,s17-s-houston-museum-of-fine-arts!artist,0,0.0,0,0.0,0,2.81040445053e-20,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
22,s14-s-california-african-american!artist,0,0.0,0,0.0,0,5.08502371633e-35,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
23,s19-s-indianapolis-artworks!nationality,0,0.0,0,0.0,0,5.05289714298e-36,E74_Group---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
24,s14-s-california-african-american!provenance,0,0.0,0,0.0,0,1.40053464621e-25,E8_Acquisition---P3_has_note,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
25,s15-s-detroit-institute-of-art!date,0,0.0,0,0.0,0,7.48213922743e-24,E52_Time-Span---P82_at_some_time_within,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
27,s12-s-19-artworks!nationality,0,0.0,0,0.0,0,5.34695583108e-26,E74_Group---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
28,s18-s-indianapolis-artists!nationality,0,0.0,0,0.0,0,5.05289714298e-36,E74_Group---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
29,s18-s-indianapolis-artists!title,0,0.0,0,0.0,0,1.73782688396e-43,E35_Title---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
20,s12-s-19-artworks!img_url,0,0.0,0,0.0,0,1.49306373515e-49,E38_Image---dev#classLink,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
19,s15-s-detroit-institute-of-art!nationality,0,0.0,0,0.0,0,5.03760164118e-38,E74_Group---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
15,s15-s-detroit-institute-of-art!dimensions,0,0.0,0,0.0,0,3.25181221357e-30,E54_Dimension---P3_has_note,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
33,s16-s-hammer!name,0,0.0,0,0.0,0,2.28717325328e-34,E78_Collection---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
35,s19-s-indianapolis-artworks!creationDate,0,0.0,0,0.0,0,1.76712388466e-28,E52_Time-Span---P82_at_some_time_within,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
36,s15-s-detroit-institute-of-art!imageURL,0,0.0,0,0.0,0,5.59976035969e-31,E38_Image---dev#classLink,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
37,s17-s-houston-museum-of-fine-arts!credittext,0,0.0,0,0.0,0,2.70086250917e-17,E8_Acquisition---P3_has_note,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
38,s11-s-19-artists!artist_name,0,0.0,0,0.0,0,4.09701098235e-51,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
39,s14-s-california-african-american!technique,0,0.0,0,0.0,0,3.68722024635e-36,E55_Type---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
13,s19-s-indianapolis-artworks!artist,0,0.0,0,0.0,0,2.95627317116e-33,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
42,s12-s-19-artworks!date_made,0,0.0,0,0.0,0,3.66762018733e-36,E52_Time-Span---P82_at_some_time_within,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
12,s15-s-detroit-institute-of-art!title,0,0.0,0,0.0,0,2.41663493113e-30,E35_Title---rdf-schema#label,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
9,s12-s-19-artworks!dimensions,0,0.0,0,0.0,0,1.48996303204e-42,E54_Dimension---P3_has_note,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
34,s14-s-california-african-american!dimensions,0,0.0,0,0.0,0,2.38525538983e-45,E54_Dimension---P3_has_note,False,s07-s-13!origin,0.0,E33_Linguistic_Object---P3_has_note,0.157585507627
41,s17-s-houston-museum-of-fine-arts!artdesc,0.125116316496,0.0909090909091,0.499273927393,0.0,0.00547519204376,0.776952281044,E22_Man-Made_Object---P3_has_note,False,s07-s-13!dates,0.254668031597,E52_Time-Span---P82_at_some_time_within,0.980448949218
6,s17-s-houston-museum-of-fine-arts!artyear,0.0876133019887,0.0,0.644462134091,0.035529074258,0.0401864507708,0.670772744562,E52_Time-Span---P82_at_some_time_within,True,s07-s-13!dates,0.171394684766,E52_Time-Span---P82_at_some_time_within,0.967879520505
42,s12-s-19-artworks!date_made,0.0768524695578,0.272727272727,0.615135882292,0.00865979492345,1.69226502694e-31,2.64814510055e-16,E52_Time-Span---P82_at_some_time_within,True,s07-s-13!dates,0.100915040797,E52_Time-Span---P82_at_some_time_within,0.905616744777
35,s19-s-indianapolis-artworks!creationDate,0.0637293244589,0.142857142857,0.598282960099,0.020807418297,1.32674125695e-38,6.75387871723e-07,E52_Time-Span---P82_at_some_time_within,True,s07-s-13!dates,0.112289809686,E52_Time-Span---P82_at_some_time_within,0.831521641679
25,s15-s-detroit-institute-of-art!date,0.070328991653,0.5,0.070507091711,0.0253782496029,3.94478623341e-54,0.00474898614492,E52_Time-Span---P82_at_some_time_within,True,s07-s-13!dates,0.152215550215,E52_Time-Span---P82_at_some_time_within,0.830821420702
18,s11-s-19-artists!long_biography,0.0822681771798,0.0,0.411552295567,0.0,6.72037311243e-77,1.27403511432e-42,E33_Linguistic_Object---P3_has_note,False,s07-s-13!dates,0.240399245775,E52_Time-Span---P82_at_some_time_within,0.649041211331
3,s17-s-houston-museum-of-fine-arts!dimensions,0.482015860199,0.0769230769231,0.373059285769,0.0,9.23997585658e-93,0.164135679199,E54_Dimension---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.644048863045
50,s11-s-19-artists!birth_data_and_place,0.0873829050136,0.0869565217391,0.419372382949,0.0,7.45463355514e-69,1.91638563635e-42,E33_Linguistic_Object---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.571566600855
36,s15-s-detroit-institute-of-art!imageURL,0.395136440242,0.0,0.527577407408,0.0,8.00149368095e-100,1.39015791041e-09,E38_Image---dev#classLink,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.562497511645
15,s15-s-detroit-institute-of-art!dimensions,0.460002978694,0.0769230769231,0.360117181997,0.0,8.42917023266e-115,1.01304300423e-08,E54_Dimension---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.505466175091
0,s12-s-19-artworks!description,0.0795523073588,0.0666666666667,0.360790804205,0.0,1.9909246025e-41,5.76144287244e-40,E22_Man-Made_Object---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.49333507468
48,s12-s-19-artworks!technique,0.0,0.0769230769231,0.0,0.0,0.0,0.385487540301,E55_Type---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.484096961145
66,s08-s-17-edited!DESCRIPTION,0.107916520056,0.0,0.135922361718,0.0,2.10617650809e-23,0.000201881650206,E22_Man-Made_Object---P3_has_note,False,s07-s-13!dates,0.305589635362,E52_Time-Span---P82_at_some_time_within,0.455601936096
9,s12-s-19-artworks!dimensions,0.512182957648,0.0769230769231,0.269973414655,0.0,1.30756342186e-173,2.08449495107e-26,E54_Dimension---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.423726904183
16,s19-s-indianapolis-artworks!materials,0.0,0.272727272727,0.0,0.0,0.0,1.89725211326e-10,E55_Type---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.420557349579
31,s19-s-indianapolis-artworks!galleryLabel,0.333102780923,0.0,4.16069981972e-07,0.0,5.30997042425e-13,0.406056551508,E33_Linguistic_Object---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.406031008416
34,s14-s-california-african-american!dimensions,0.510509888448,0.0769230769231,0.227500417432,0.0,3.55086268979e-173,2.25435396752e-31,E54_Dimension---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.386351193769
58,s14-s-california-african-american!additionalInfo,0.176393664822,0.0,0.0224526366146,0.0,2.30222834352e-15,3.35772635281e-39,E22_Man-Made_Object---P3_has_note,False,s07-s-13!dates,0.333535377163,E52_Time-Span---P82_at_some_time_within,0.377129162769
8,s12-s-19-artworks!artist_name,0.0,0.0,0.0,0.0,0.0,0.363875528566,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.374018096826
46,s17-s-houston-museum-of-fine-arts!artist,0.0,0.0,0.0,0.0,0.0,0.307165593564,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.332698877065
43,s13-s-art-institute-of-chicago!Titleofartwork,0.532286386222,0.0,9.10595345595e-06,0.0,2.88612843236e-18,0.00762467345211,E35_Title---rdf-schema#label,False,s07-s-13!dates,0.2782353502,E52_Time-Span---P82_at_some_time_within,0.322882015691
32,s15-s-detroit-institute-of-art!provenance,0.522166278733,0.0,0.000539964103304,0.0,8.92332060404e-08,7.18718628429e-08,E22_Man-Made_Object---P3_has_note,False,s07-s-13!dates,0.284839394299,E52_Time-Span---P82_at_some_time_within,0.322715475714
67,s15-s-detroit-institute-of-art!death,0.0826426637336,0.111111111111,0.0816232238863,0.0,1.22180114281e-31,4.93706676218e-08,E52_Time-Span---P82_at_some_time_within,True,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.304553592252
54,s13-s-art-institute-of-chicago!Linktodata,0.515717496815,0.153846153846,0.00388406576105,0.0,2.07747202352e-79,0.00762467345211,E22_Man-Made_Object---dev#classLink,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.29463905352
11,s17-s-houston-museum-of-fine-arts!link,0.210286010003,0.0,0.141735762196,0.0,1.0790698728e-30,0.0804614191368,E22_Man-Made_Object---dev#classLink,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.288710182609
1,s08-s-17-edited!VIDEO,0.218373613104,0.0,0.20240949315,0.0,5.14923651836e-12,1.90673908692e-30,E31_Document---dev#classLink,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.281555092509
37,s17-s-houston-museum-of-fine-arts!credittext,0.0303755203325,0.0714285714286,0.104176668907,0.0,0.00187896529427,0.000346873544828,E8_Acquisition---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.281102217786
5,s11-s-19-artists!occupation,0.00791075804145,0.0714285714286,7.71142164899e-06,0.0,0.0042604441876,0.116440631752,E33_Linguistic_Object---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.279186642578
14,s13-s-art-institute-of-chicago!Credit,0.0983897990743,0.0,0.160628547016,0.0,3.51235020547e-11,0.00165206639694,E8_Acquisition---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.252722726158
30,s17-s-houston-museum-of-fine-arts!title,0.0691460503905,0.0,0.0581853308662,0.0,4.74393513651e-09,0.0969043176231,E35_Title---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.239677557784
64,s13-s-art-institute-of-chicago!Dimensions,0.382778019072,0.0769230769231,0.023808924723,0.0,2.33030877829e-73,0.00762466607898,E54_Dimension---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.234590517876
63,s19-s-indianapolis-artworks!dimensions,0.515055358454,0.0769230769231,0.0282216970118,0.0,1.4220142751e-71,2.5134671415e-05,E54_Dimension---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.233133773207
53,s15-s-detroit-institute-of-art!credit,0.0,0.0,0.0,0.0,0.0,0.148629189603,E8_Acquisition---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.231126210133
49,s08-s-17-edited!AUTHOR,0.00983222549497,0.0,0.0,0.0,0.000962814254501,0.138419896991,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.2254290178
39,s14-s-california-african-american!technique,0.00372480045702,0.0769230769231,0.0113333689573,0.0,0.00239319097553,2.65238907386e-16,E55_Type---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.222373955767
51,s17-s-houston-museum-of-fine-arts!technique,0.0330979464947,0.0769230769231,0.00141275865073,0.0,8.23876206615e-05,0.00582947473501,E55_Type---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.219238960136
44,s11-s-19-artists!nationality,0.0,0.0714285714286,0.0,0.0,0.0,8.1889893465e-24,E74_Group---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.210617262736
68,s17-s-houston-museum-of-fine-arts!nationality,0.0,0.0714285714286,0.0,0.0,0.0,8.57645583687e-25,E74_Group---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.210617262736
28,s18-s-indianapolis-artists!nationality,0.0,0.0714285714286,0.0,0.0,0.0,4.86293901717e-41,E74_Group---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.210617262736
19,s15-s-detroit-institute-of-art!nationality,0.0,0.0714285714286,0.0,0.0,0.0,2.01851391637e-42,E74_Group---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.210617262736
23,s19-s-indianapolis-artworks!nationality,0.0,0.0714285714286,0.0,0.0,0.0,4.86293901717e-41,E74_Group---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.210617262736
27,s12-s-19-artworks!nationality,0.0,0.0714285714286,0.0,0.0,0.0,8.72172068214e-34,E74_Group---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.210617262736
47,s15-s-detroit-institute-of-art!name,0.0,0.0,0.0,0.0,0.0,0.110164332682,E82_Actor_Appellation---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.210033887057
61,s12-s-19-artworks!title,0.0639916962516,0.0,0.0920280910072,0.0,1.17561287361e-17,2.53729954074e-37,E35_Title---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.20750000416
4,s13-s-art-institute-of-chicago!Nationality,0.0,0.0666666666667,0.0,0.0,0.0,1.56319949085e-42,E74_Group---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.20670840383
56,s19-s-indianapolis-artworks!provenance,0.155989616879,0.0,0.0823017883593,0.0,0.000601400765554,2.73734486726e-15,E33_Linguistic_Object---P3_has_note,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.201741162243
17,s15-s-detroit-institute-of-art!classification,0.0,0.0555555555556,0.0,0.0,0.0,0.0,E55_Type---rdf-schema#label,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.197797263881
59,s15-s-detroit-institute-of-art!birth,0.0828960771222,0.0,0.0724726382488,0.0,1.85953457112e-71,2.72067835097e-07,E52_Time-Span---P82_at_some_time_within,True,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.19599600187
57,s17-s-houston-museum-of-fine-arts!photo,0.531887178669,0.0,1.17957653025e-14,0.0,5.08957116786e-85,0.0804614191368,E38_Image---dev#classLink,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.194737437634
21,s19-s-indianapolis-artworks!sourceURL,0.0432534951019,0.0,0.0540888077309,0.0,6.54220936537e-11,9.91529646774e-30,E22_Man-Made_Object---dev#classLink,False,s07-s-13!dates,0.0,E52_Time-Span---P82_at_some_time_within,0.18562690967
